x,y
305.212,139.63
305.207,139.581
305.203,139.531
305.198,139.482
305.193,139.433
305.188,139.383
305.183,139.334
305.178,139.284
305.173,139.234
305.168,139.184
305.163,139.134
305.158,139.083
305.153,139.033
305.148,138.982
305.142,138.93
305.137,138.879
305.132,138.827
305.126,138.774
305.121,138.721
305.115,138.668
305.11,138.614
305.104,138.559
305.099,138.504
305.093,138.448
305.088,138.392
305.082,138.334
305.076,138.276
305.07,138.218
305.065,138.159
305.059,138.099
305.053,138.038
305.047,137.976
305.042,137.914
305.036,137.851
305.03,137.787
305.024,137.723
305.019,137.658
305.013,137.592
305.007,137.525
305.001,137.458
304.996,137.39
304.99,137.321
304.984,137.252
304.978,137.183
304.972,137.113
304.966,137.043
304.96,136.973
304.953,136.902
304.947,136.832
304.94,136.761
304.933,136.69
304.926,136.62
304.918,136.549
304.911,136.479
304.904,136.409
304.896,136.339
304.889,136.269
304.881,136.2
304.874,136.13
304.866,136.061
304.859,135.993
304.852,135.924
304.845,135.856
304.837,135.788
304.831,135.721
304.824,135.654
304.817,135.587
304.81,135.52
304.804,135.453
304.798,135.387
304.791,135.321
304.785,135.255
304.779,135.19
304.773,135.125
304.768,135.059
304.762,134.994
304.756,134.93
304.75,134.865
304.745,134.801
304.739,134.736
304.733,134.672
304.727,134.608
304.722,134.543
304.716,134.479
304.71,134.414
304.704,134.35
304.698,134.285
304.692,134.22
304.686,134.154
304.679,134.088
304.673,134.022
304.666,133.954
304.659,133.887
304.652,133.818
304.645,133.749
304.637,133.679
304.629,133.608
304.621,133.536
304.613,133.463
304.604,133.39
304.596,133.315
304.587,133.24
304.578,133.164
304.569,133.087
304.56,133.01
304.551,132.933
304.542,132.855
304.533,132.777
304.524,132.699
304.515,132.621
304.506,132.543
304.498,132.466
304.489,132.388
304.48,132.311
304.471,132.233
304.462,132.156
304.453,132.079
304.444,132.001
304.434,131.924
304.425,131.846
304.416,131.769
304.407,131.691
304.398,131.613
304.389,131.534
304.379,131.456
304.37,131.377
304.361,131.299
304.352,131.22
304.343,131.141
304.334,131.063
304.326,130.984
304.317,130.906
304.308,130.828
304.299,130.75
304.29,130.672
304.282,130.594
304.273,130.517
304.264,130.44
304.255,130.363
304.247,130.286
304.238,130.21
304.229,130.133
304.221,130.057
304.212,129.981
304.203,129.905
304.195,129.829
304.186,129.753
304.178,129.677
304.169,129.601
304.161,129.525
304.152,129.45
304.144,129.374
304.136,129.298
304.127,129.223
304.119,129.148
304.111,129.073
304.103,128.998
304.095,128.923
304.086,128.848
304.078,128.773
304.07,128.699
304.062,128.624
304.054,128.55
304.046,128.476
304.038,128.402
304.03,128.328
304.022,128.255
304.014,128.181
304.007,128.107
303.999,128.033
303.991,127.959
303.983,127.885
303.976,127.811
303.968,127.737
303.96,127.662
303.953,127.588
303.945,127.513
303.937,127.438
303.929,127.363
303.921,127.288
303.913,127.214
303.905,127.139
303.897,127.064
303.889,126.99
303.88,126.915
303.872,126.841
303.864,126.767
303.855,126.693
303.847,126.62
303.839,126.547
303.83,126.474
303.822,126.401
303.814,126.329
303.805,126.257
303.797,126.185
303.789,126.114
303.78,126.043
303.772,125.972
303.764,125.901
303.756,125.831
303.748,125.761
303.74,125.691
303.732,125.621
303.724,125.552
303.717,125.483
303.709,125.414
303.701,125.345
303.694,125.277
303.686,125.208
303.679,125.14
303.672,125.073
303.664,125.005
303.657,124.937
303.65,124.87
303.642,124.803
303.635,124.736
303.628,124.668
303.62,124.601
303.613,124.534
303.606,124.467
303.598,124.4
303.591,124.333
303.583,124.266
303.575,124.199
303.568,124.131
303.56,124.064
303.552,123.997
303.544,123.93
303.537,123.863
303.529,123.797
303.521,123.73
303.513,123.663
303.505,123.597
303.498,123.531
303.49,123.465
303.482,123.399
303.475,123.333
303.467,123.267
303.459,123.201
303.452,123.136
303.444,123.07
303.436,123.005
303.429,122.94
303.421,122.875
303.414,122.809
303.406,122.744
303.399,122.679
303.391,122.613
303.383,122.548
303.376,122.482
303.368,122.417
303.361,122.351
303.353,122.285
303.345,122.219
303.337,122.152
303.329,122.086
303.321,122.019
303.313,121.952
303.305,121.885
303.297,121.818
303.289,121.751
303.281,121.684
303.273,121.617
303.265,121.55
303.257,121.483
303.249,121.416
303.24,121.349
303.232,121.282
303.224,121.216
303.216,121.149
303.208,121.082
303.199,121.016
303.191,120.949
303.183,120.883
303.175,120.817
303.167,120.751
303.159,120.685
303.151,120.619
303.143,120.554
303.135,120.489
303.127,120.424
303.119,120.359
303.111,120.294
303.104,120.23
303.096,120.166
303.088,120.102
303.081,120.038
303.073,119.974
303.066,119.911
303.058,119.847
303.05,119.784
303.043,119.721
303.035,119.658
303.028,119.595
303.02,119.532
303.012,119.469
303.005,119.407
302.997,119.344
302.99,119.281
302.982,119.219
302.974,119.157
302.967,119.095
302.959,119.033
302.952,118.971
302.944,118.909
302.936,118.847
302.929,118.786
302.921,118.724
302.914,118.663
302.906,118.602
302.899,118.541
302.891,118.48
302.884,118.419
302.877,118.358
302.869,118.297
302.862,118.236
302.855,118.176
302.847,118.115
302.84,118.055
302.833,117.994
302.826,117.934
302.819,117.873
302.811,117.813
302.804,117.752
302.797,117.692
302.79,117.632
302.783,117.571
302.776,117.511
302.769,117.451
302.761,117.391
302.754,117.331
302.747,117.271
302.74,117.211
302.732,117.152
302.725,117.092
302.718,117.033
302.711,116.973
302.703,116.914
302.696,116.855
302.689,116.797
302.681,116.738
302.674,116.68
302.667,116.621
302.66,116.563
302.652,116.505
302.645,116.448
302.638,116.39
302.631,116.333
302.624,116.276
302.616,116.219
302.609,116.162
302.602,116.105
302.595,116.049
302.588,115.992
302.582,115.936
302.575,115.88
302.568,115.823
302.561,115.767
302.554,115.711
302.547,115.654
302.54,115.597
302.533,115.541
302.526,115.484
302.519,115.426
302.512,115.369
302.504,115.311
302.497,115.253
302.489,115.195
302.482,115.137
302.474,115.078
302.466,115.019
302.459,114.96
302.451,114.9
302.443,114.841
302.435,114.781
302.427,114.72
302.418,114.66
302.41,114.599
302.402,114.539
302.394,114.477
302.385,114.416
302.377,114.354
302.368,114.292
302.36,114.23
302.351,114.168
302.343,114.105
302.334,114.042
302.325,113.978
302.317,113.915
302.308,113.851
302.299,113.787
302.291,113.723
302.282,113.659
302.274,113.594
302.265,113.53
302.256,113.465
302.248,113.401
302.239,113.336
302.231,113.271
302.222,113.207
302.214,113.142
302.205,113.078
302.196,113.013
302.188,112.949
302.179,112.884
302.171,112.82
302.162,112.756
302.153,112.691
302.145,112.627
302.136,112.563
302.127,112.499
302.119,112.435
302.11,112.372
302.101,112.308
302.093,112.244
302.084,112.181
302.075,112.118
302.066,112.055
302.057,111.992
302.049,111.929
302.04,111.866
302.031,111.804
302.022,111.741
302.014,111.679
302.005,111.617
301.996,111.554
301.988,111.492
301.979,111.43
301.971,111.368
301.962,111.307
301.954,111.245
301.945,111.183
301.937,111.121
301.929,111.059
301.921,110.997
301.913,110.934
301.905,110.872
301.897,110.809
301.889,110.746
301.881,110.682
301.873,110.618
301.866,110.554
301.858,110.489
301.85,110.424
301.842,110.358
301.835,110.292
301.827,110.225
301.819,110.157
301.811,110.089
301.802,110.021
301.794,109.951
301.785,109.881
301.777,109.811
301.768,109.74
301.758,109.668
301.749,109.596
301.739,109.523
301.73,109.45
301.719,109.376
301.709,109.301
301.698,109.226
301.687,109.151
301.676,109.074
301.665,108.998
301.653,108.921
301.641,108.844
301.628,108.766
301.616,108.689
301.603,108.611
301.59,108.534
301.577,108.456
301.564,108.378
301.551,108.301
301.538,108.224
301.524,108.147
301.511,108.07
301.498,107.994
301.485,107.917
301.473,107.841
301.46,107.766
301.448,107.69
301.435,107.615
301.423,107.54
301.411,107.466
301.399,107.391
301.387,107.317
301.375,107.243
301.363,107.169
301.352,107.096
301.34,107.023
301.329,106.95
301.317,106.877
301.306,106.805
301.294,106.732
301.283,106.66
301.272,106.588
301.261,106.517
301.25,106.445
301.238,106.373
301.227,106.302
301.216,106.231
301.204,106.159
301.193,106.088
301.181,106.017
301.169,105.946
301.158,105.874
301.146,105.803
301.134,105.732
301.122,105.66
301.11,105.589
301.097,105.518
301.085,105.446
301.073,105.375
301.06,105.304
301.048,105.233
301.036,105.161
301.023,105.09
301.011,105.019
300.998,104.949
300.986,104.878
300.973,104.807
300.96,104.737
300.948,104.666
300.935,104.596
300.922,104.525
300.91,104.455
300.897,104.384
300.885,104.314
300.874,104.243
300.863,104.173
300.852,104.102
300.842,104.032
300.832,103.961
300.822,103.891
300.814,103.821
300.805,103.75
300.797,103.68
300.789,103.61
300.782,103.54
300.776,103.47
300.769,103.4
300.764,103.33
300.758,103.26
300.753,103.19
300.749,103.12
300.745,103.05
300.742,102.98
300.739,102.911
300.736,102.841
300.734,102.771
300.732,102.702
300.731,102.632
300.73,102.562
300.73,102.493
300.73,102.423
300.73,102.354
300.731,102.285
300.733,102.216
300.735,102.146
300.737,102.077
300.74,102.008
300.743,101.94
300.747,101.871
300.751,101.802
300.755,101.733
300.76,101.665
300.765,101.597
300.771,101.528
300.777,101.46
300.784,101.392
300.791,101.324
300.798,101.256
300.806,101.188
300.814,101.121
300.822,101.053
300.831,100.986
300.84,100.919
300.85,100.852
300.86,100.785
300.87,100.718
300.881,100.651
300.892,100.585
300.903,100.518
300.915,100.452
300.927,100.386
300.94,100.32
300.953,100.254
300.966,100.189
300.98,100.123
300.994,100.058
301.009,99.9924
301.024,99.9273
301.039,99.8624
301.055,99.7975
301.071,99.7328
301.087,99.6683
301.104,99.6039
301.122,99.5397
301.139,99.4756
301.158,99.4117
301.176,99.348
301.195,99.2844
301.215,99.2211
301.235,99.1579
301.255,99.095
301.275,99.0322
301.297,98.9697
301.318,98.9074
301.34,98.8453
301.362,98.7834
301.385,98.7218
301.408,98.6604
301.431,98.5992
301.455,98.5383
301.479,98.4776
301.504,98.4172
301.529,98.357
301.554,98.2971
301.579,98.2374
301.605,98.1779
301.632,98.1188
301.658,98.0599
301.685,98.0012
301.713,97.9428
301.74,97.8847
301.768,97.8269
301.797,97.7693
301.825,97.712
301.854,97.655
301.884,97.5982
301.913,97.5418
301.943,97.4856
301.973,97.4297
302.004,97.3741
302.035,97.3188
302.066,97.2637
302.098,97.209
302.13,97.1545
302.162,97.1003
302.194,97.0464
302.227,96.9928
302.26,96.9394
302.294,96.8863
302.328,96.8335
302.362,96.781
302.396,96.7288
302.431,96.6769
302.466,96.6252
302.501,96.5738
302.536,96.5227
302.572,96.472
302.608,96.4215
302.645,96.3713
302.681,96.3214
302.718,96.2718
302.756,96.2226
302.793,96.1736
302.831,96.125
302.869,96.0767
302.907,96.0288
302.946,95.9812
302.985,95.9338
303.024,95.8869
303.063,95.8402
303.102,95.7939
303.142,95.7479
303.182,95.7022
303.223,95.6568
303.263,95.6117
303.304,95.567
303.345,95.5225
303.387,95.4783
303.428,95.4345
303.47,95.3909
303.512,95.3477
303.554,95.3048
303.597,95.2622
303.64,95.22
303.683,95.1781
303.726,95.1365
303.77,95.0952
303.813,95.0543
303.857,95.0138
303.901,94.9736
303.946,94.9337
303.99,94.8941
304.035,94.855
304.08,94.8161
304.125,94.7776
304.171,94.7394
304.216,94.7016
304.262,94.6641
304.308,94.627
304.354,94.5902
304.401,94.5537
304.447,94.5176
304.494,94.4818
304.541,94.4464
304.588,94.4113
304.635,94.3766
304.683,94.3422
304.731,94.3081
304.779,94.2744
304.827,94.2411
304.875,94.2081
304.923,94.1755
304.972,94.1433
305.02,94.1115
305.069,94.0802
305.118,94.0492
305.167,94.0186
305.216,93.9885
305.265,93.9588
305.315,93.9294
305.364,93.9005
305.413,93.8719
305.462,93.8438
305.511,93.8159
305.561,93.7884
305.61,93.7613
305.659,93.7344
305.708,93.7079
305.757,93.6816
305.806,93.6555
305.855,93.6298
305.904,93.6042
305.953,93.5788
306.001,93.5536
306.05,93.5286
306.098,93.5037
306.146,93.479
306.194,93.4543
306.242,93.4298
306.29,93.4053
306.338,93.3808
306.386,93.3564
306.433,93.332
306.48,93.3077
306.528,93.2833
306.575,93.2589
306.622,93.2344
306.669,93.21
306.716,93.1855
306.763,93.161
306.809,93.1364
306.856,93.1118
306.902,93.0872
306.949,93.0626
306.995,93.0379
307.041,93.0132
307.087,92.9886
307.133,92.9639
307.179,92.9392
307.225,92.9146
307.27,92.8899
307.316,92.8653
307.362,92.8408
307.407,92.8163
307.453,92.7919
307.498,92.7676
307.543,92.7434
307.588,92.7193
307.634,92.6953
307.679,92.6714
307.724,92.6477
307.769,92.6241
307.814,92.6007
307.859,92.5774
307.905,92.5543
307.95,92.5313
307.995,92.5086
308.04,92.486
308.085,92.4635
308.13,92.4413
308.176,92.4192
308.221,92.3973
308.266,92.3755
308.312,92.354
308.357,92.3325
308.403,92.3112
308.449,92.2901
308.494,92.2691
308.54,92.2482
308.586,92.2274
308.632,92.2068
308.678,92.1862
308.724,92.1658
308.77,92.1454
308.817,92.125
308.863,92.1047
308.909,92.0845
308.956,92.0643
309.002,92.0441
309.049,92.024
309.095,92.0039
309.142,91.9837
309.188,91.9636
309.235,91.9435
309.281,91.9233
309.328,91.9032
309.374,91.8831
309.42,91.863
309.466,91.8429
309.513,91.8229
309.559,91.8028
309.604,91.7829
309.65,91.763
309.696,91.7431
309.741,91.7233
309.787,91.7036
309.832,91.684
309.877,91.6646
309.922,91.6452
309.967,91.6259
310.012,91.6068
310.057,91.5878
310.102,91.5689
310.147,91.5501
310.192,91.5315
310.237,91.513
310.282,91.4946
310.326,91.4762
310.371,91.458
310.416,91.4399
310.461,91.4218
310.507,91.4038
310.552,91.3858
310.598,91.3679
310.643,91.35
310.689,91.3322
310.736,91.3143
310.782,91.2965
310.829,91.2786
310.876,91.2608
310.923,91.2429
310.971,91.225
311.019,91.2071
311.068,91.1892
311.117,91.1713
311.166,91.1534
311.216,91.1354
311.266,91.1175
311.317,91.0996
311.368,91.0816
311.42,91.0637
311.472,91.0458
311.524,91.0279
311.577,91.01
311.63,90.9922
311.684,90.9744
311.738,90.9566
311.792,90.9389
311.847,90.9213
311.902,90.9036
311.957,90.8861
312.012,90.8685
312.068,90.8511
312.124,90.8337
312.18,90.8164
312.236,90.7991
312.292,90.7819
312.349,90.7648
312.406,90.7478
312.462,90.7309
312.519,90.7141
312.576,90.6973
312.633,90.6807
312.69,90.6642
312.747,90.6478
312.804,90.6314
312.861,90.6152
312.918,90.5991
312.975,90.5832
313.032,90.5673
313.089,90.5515
313.146,90.5358
313.202,90.5202
313.259,90.5047
313.316,90.4893
313.373,90.474
313.429,90.4588
313.486,90.4436
313.542,90.4285
313.599,90.4135
313.655,90.3985
313.712,90.3836
313.768,90.3687
313.825,90.3538
313.881,90.339
313.938,90.3241
313.995,90.3093
314.051,90.2945
314.108,90.2797
314.165,90.2649
314.222,90.25
314.279,90.2352
314.336,90.2203
314.393,90.2053
314.451,90.1904
314.508,90.1754
314.566,90.1603
314.624,90.1452
314.682,90.1301
314.74,90.1149
314.798,90.0997
314.857,90.0845
314.916,90.0692
314.974,90.054
315.034,90.0387
315.093,90.0235
315.152,90.0083
315.212,89.9931
315.272,89.9779
315.332,89.9628
315.392,89.9478
315.453,89.9328
315.513,89.918
315.574,89.9032
315.635,89.8884
315.697,89.8738
315.758,89.8594
315.82,89.845
315.882,89.8307
315.944,89.8166
316.006,89.8026
316.068,89.7888
316.131,89.7751
316.193,89.7615
316.256,89.7481
316.319,89.7348
316.382,89.7216
316.445,89.7085
316.508,89.6956
316.572,89.6827
316.635,89.67
316.698,89.6573
316.762,89.6447
316.825,89.6322
316.889,89.6198
316.952,89.6074
317.016,89.595
317.079,89.5827
317.143,89.5704
317.206,89.5582
317.269,89.5459
317.332,89.5337
317.396,89.5215
317.459,89.5093
317.522,89.4971
317.584,89.4849
317.647,89.4727
317.71,89.4605
317.772,89.4483
317.834,89.4361
317.897,89.424
317.959,89.4118
318.02,89.3996
318.082,89.3875
318.144,89.3754
318.205,89.3633
318.266,89.3513
318.327,89.3393
318.388,89.3274
318.448,89.3155
318.508,89.3037
318.568,89.292
318.628,89.2803
318.688,89.2686
318.748,89.2571
318.807,89.2455
318.866,89.2341
318.925,89.2227
318.984,89.2113
319.042,89.2
319.1,89.1888
319.158,89.1776
319.216,89.1664
319.274,89.1552
319.332,89.1441
319.389,89.133
319.446,89.122
319.503,89.1109
319.56,89.0999
319.617,89.0888
319.674,89.0778
319.731,89.0668
319.787,89.0559
319.843,89.0449
319.9,89.0339
319.956,89.023
320.012,89.0121
320.069,89.0012
320.125,88.9903
320.181,88.9794
320.237,88.9685
320.293,88.9577
320.35,88.9469
320.406,88.9362
320.462,88.9255
320.518,88.9148
320.575,88.9042
320.631,88.8936
320.688,88.8831
320.744,88.8726
320.801,88.8622
320.858,88.8518
320.915,88.8415
320.971,88.8313
321.028,88.821
321.086,88.8109
321.143,88.8008
321.2,88.7907
321.257,88.7807
321.315,88.7708
321.373,88.7608
321.43,88.7509
321.488,88.7411
321.546,88.7312
321.604,88.7214
321.662,88.7116
321.72,88.7019
321.778,88.6921
321.836,88.6823
321.895,88.6726
321.953,88.6629
322.011,88.6532
322.07,88.6435
322.128,88.6338
322.187,88.6241
322.245,88.6144
322.304,88.6047
322.362,88.595
322.421,88.5853
322.479,88.5756
322.538,88.566
322.597,88.5563
322.655,88.5466
322.714,88.537
322.773,88.5273
322.831,88.5177
322.89,88.508
322.949,88.4984
323.008,88.4888
323.067,88.4791
323.125,88.4695
323.184,88.4599
323.243,88.4504
323.302,88.4408
323.361,88.4312
323.419,88.4217
323.478,88.4122
323.537,88.4027
323.596,88.3932
323.654,88.3837
323.713,88.3743
323.772,88.3649
323.831,88.3555
323.89,88.3461
323.948,88.3368
324.007,88.3275
324.066,88.3182
324.124,88.3089
324.183,88.2997
324.242,88.2905
324.3,88.2813
324.359,88.2722
324.417,88.2631
324.476,88.254
324.534,88.2449
324.593,88.2359
324.651,88.2269
324.709,88.2179
324.767,88.2089
324.825,88.2
324.883,88.1911
324.941,88.1822
324.999,88.1733
325.057,88.1644
325.114,88.1556
325.172,88.1467
325.229,88.1379
325.286,88.129
325.343,88.1202
325.4,88.1114
325.457,88.1026
325.514,88.0938
325.571,88.085
325.627,88.0762
325.684,88.0674
325.74,88.0585
325.796,88.0497
325.852,88.0409
325.908,88.0321
325.964,88.0233
326.02,88.0145
326.075,88.0057
326.131,87.9969
326.187,87.9881
326.242,87.9793
326.297,87.9705
326.353,87.9617
326.408,87.9529
326.463,87.9441
326.519,87.9353
326.574,87.9266
326.629,87.9178
326.684,87.9091
326.739,87.9004
326.795,87.8917
326.85,87.883
326.905,87.8744
326.96,87.8658
327.016,87.8572
327.071,87.8486
327.126,87.8401
327.182,87.8317
327.237,87.8233
327.293,87.8149
327.348,87.8066
327.404,87.7983
327.459,87.7901
327.515,87.7819
327.57,87.7738
327.626,87.7657
327.682,87.7577
327.737,87.7497
327.793,87.7418
327.849,87.734
327.905,87.7262
327.961,87.7184
328.016,87.7107
328.072,87.7031
328.128,87.6955
328.184,87.6879
328.239,87.6803
328.295,87.6728
328.351,87.6654
328.407,87.6579
328.462,87.6505
328.518,87.6431
328.573,87.6358
328.629,87.6284
328.685,87.6211
328.74,87.6137
328.795,87.6064
328.851,87.5991
328.906,87.5918
328.961,87.5844
329.016,87.5771
329.071,87.5698
329.126,87.5624
329.181,87.555
329.236,87.5477
329.291,87.5403
329.345,87.5328
329.4,87.5254
329.454,87.518
329.509,87.5105
329.563,87.503
329.617,87.4955
329.671,87.4879
329.726,87.4804
329.78,87.4728
329.833,87.4652
329.887,87.4576
329.941,87.45
329.995,87.4423
330.048,87.4347
330.102,87.427
330.155,87.4194
330.208,87.4117
330.262,87.4041
330.315,87.3964
330.368,87.3888
330.421,87.3812
330.474,87.3736
330.526,87.366
330.579,87.3584
330.632,87.3509
330.684,87.3434
330.736,87.3359
330.789,87.3285
330.841,87.3211
330.893,87.3137
330.945,87.3064
330.997,87.2991
331.049,87.2919
331.1,87.2847
331.152,87.2776
331.203,87.2704
331.254,87.2633
331.306,87.2563
331.357,87.2492
331.407,87.2422
331.458,87.2353
331.509,87.2283
331.559,87.2213
331.61,87.2144
331.66,87.2075
331.71,87.2005
331.76,87.1936
331.81,87.1867
331.859,87.1798
331.909,87.1728
331.958,87.1659
332.008,87.159
332.057,87.1521
332.106,87.1452
332.155,87.1382
332.204,87.1313
332.252,87.1244
332.301,87.1175
332.349,87.1105
332.398,87.1036
332.446,87.0967
332.494,87.0898
332.542,87.0829
332.59,87.076
332.638,87.0692
332.686,87.0623
332.733,87.0554
332.781,87.0486
332.828,87.0417
332.876,87.0349
332.923,87.0281
332.97,87.0213
333.017,87.0146
333.064,87.0078
333.111,87.0011
333.158,86.9944
333.205,86.9877
333.251,86.981
333.298,86.9744
333.345,86.9678
333.391,86.9612
333.437,86.9547
333.484,86.9481
333.53,86.9416
333.576,86.9351
333.623,86.9287
333.669,86.9223
333.715,86.9159
333.761,86.9095
333.807,86.9032
333.853,86.8969
333.899,86.8906
333.945,86.8844
333.991,86.8782
334.037,86.872
334.082,86.8658
334.128,86.8597
334.174,86.8535
334.22,86.8475
334.266,86.8414
334.311,86.8353
334.357,86.8293
334.403,86.8232
334.448,86.8172
334.494,86.8112
334.54,86.8052
334.586,86.7992
334.631,86.7932
334.677,86.7872
334.723,86.7812
334.768,86.7752
334.814,86.7692
334.86,86.7632
334.905,86.7572
334.951,86.7512
334.997,86.7452
335.042,86.7392
335.088,86.7331
335.133,86.7271
335.179,86.721
335.225,86.715
335.27,86.7089
335.316,86.7028
335.361,86.6967
335.406,86.6906
335.452,86.6845
335.497,86.6784
335.542,86.6723
335.588,86.6662
335.633,86.6601
335.678,86.654
335.723,86.6478
335.768,86.6417
335.813,86.6356
335.858,86.6295
335.902,86.6234
335.947,86.6172
335.992,86.6111
336.036,86.605
336.081,86.5989
336.125,86.5929
336.169,86.5868
336.214,86.5807
336.258,86.5747
336.302,86.5686
336.346,86.5626
336.39,86.5566
336.434,86.5505
336.478,86.5445
336.521,86.5385
336.565,86.5326
336.608,86.5266
336.652,86.5206
336.695,86.5147
336.739,86.5087
336.782,86.5028
336.825,86.4968
336.868,86.4909
336.911,86.485
336.954,86.4791
336.997,86.4732
337.04,86.4673
337.083,86.4614
337.125,86.4555
337.168,86.4497
337.211,86.4438
337.253,86.4379
337.295,86.4321
337.338,86.4262
337.38,86.4204
337.422,86.4146
337.464,86.4087
337.506,86.4029
337.548,86.3971
337.59,86.3913
337.632,86.3855
337.674,86.3797
337.715,86.3739
337.757,86.3681
337.798,86.3623
337.84,86.3565
337.881,86.3507
337.922,86.3449
337.963,86.3391
338.004,86.3333
338.045,86.3276
338.086,86.3218
338.127,86.316
338.168,86.3102
338.208,86.3044
338.249,86.2985
338.289,86.2927
338.33,86.2869
338.37,86.281
338.41,86.2752
338.451,86.2693
338.491,86.2634
338.531,86.2575
338.571,86.2516
338.611,86.2456
338.651,86.2396
338.691,86.2337
338.732,86.2276
338.772,86.2216
338.812,86.2156
338.852,86.2096
338.893,86.2035
338.933,86.1975
338.974,86.1915
339.014,86.1854
339.055,86.1795
339.096,86.1735
339.137,86.1676
339.179,86.1617
339.22,86.1559
339.262,86.1501
339.304,86.1444
339.346,86.1387
339.388,86.1331
339.43,86.1275
339.473,86.122
339.515,86.1165
339.558,86.1112
339.601,86.1058
339.644,86.1005
339.688,86.0953
339.731,86.0901
339.774,86.0849
339.818,86.0798
339.861,86.0747
339.905,86.0697
339.949,86.0646
339.992,86.0596
340.036,86.0546
340.08,86.0496
340.123,86.0446
340.167,86.0396
340.211,86.0346
340.254,86.0296
340.298,86.0246
340.341,86.0196
340.385,86.0145
340.428,86.0095
340.471,86.0044
340.514,85.9993
340.557,85.9942
340.6,85.9891
340.643,85.9839
340.686,85.9788
340.729,85.9736
340.771,85.9684
340.814,85.9632
340.856,85.9579
340.899,85.9527
340.941,85.9474
340.984,85.9422
341.026,85.9369
341.069,85.9316
341.111,85.9263
341.153,85.921
341.196,85.9158
341.238,85.9105
341.28,85.9053
341.323,85.9
341.365,85.8948
341.408,85.8896
341.451,85.8844
341.493,85.8793
341.536,85.8742
341.579,85.8691
341.622,85.864
341.665,85.859
341.708,85.854
341.751,85.8491
341.794,85.8442
341.838,85.8393
341.882,85.8345
341.926,85.8297
341.97,85.8249
342.014,85.8202
342.058,85.8156
342.103,85.811
342.148,85.8064
342.193,85.8019
342.239,85.7975
342.285,85.7931
342.331,85.7888
342.378,85.7846
342.425,85.7805
342.473,85.7765
342.521,85.7725
342.569,85.7686
342.618,85.7648
342.668,85.7611
342.718,85.7574
342.769,85.7539
342.82,85.7504
342.872,85.7469
342.925,85.7436
342.978,85.7402
343.031,85.7369
343.086,85.7337
343.141,85.7304
343.197,85.7271
343.253,85.7238
343.31,85.7205
343.367,85.7171
343.425,85.7137
343.484,85.7103
343.543,85.7068
343.603,85.7033
343.663,85.6996
343.723,85.696
343.784,85.6922
343.846,85.6884
343.907,85.6846
343.969,85.6806
344.031,85.6767
344.094,85.6726
344.156,85.6686
344.219,85.6646
344.282,85.6606
344.345,85.6566
344.408,85.6526
344.472,85.6488
344.535,85.645
344.599,85.6412
344.663,85.6376
344.726,85.634
344.79,85.6305
344.853,85.6271
344.917,85.6238
344.981,85.6205
345.044,85.6173
345.108,85.6142
345.171,85.6111
345.234,85.6081
345.297,85.6051
345.36,85.6021
345.423,85.5992
345.485,85.5963
345.548,85.5933
345.61,85.5904
345.671,85.5874
345.733,85.5843
345.794,85.5813
345.855,85.5781
345.915,85.5749
345.976,85.5716
346.036,85.5683
346.096,85.5649
346.155,85.5614
346.214,85.5579
346.274,85.5543
346.332,85.5507
346.391,85.5471
346.45,85.5436
346.509,85.5401
346.567,85.5366
346.626,85.5332
346.685,85.5299
346.744,85.5267
346.803,85.5236
346.863,85.5207
346.923,85.5178
346.983,85.5151
347.043,85.5125
347.104,85.51
347.166,85.5076
347.228,85.5053
347.291,85.5031
347.355,85.501
347.419,85.499
347.485,85.497
347.551,85.4951
347.618,85.4932
347.686,85.4914
347.755,85.4896
347.826,85.4878
347.897,85.4861
347.969,85.4844
348.043,85.4826
348.118,85.4809
348.193,85.4791
348.27,85.4773
348.347,85.4755
348.424,85.4738
348.502,85.472
348.58,85.4703
348.658,85.4686
348.736,85.4668
348.814,85.4651
348.892,85.4633
348.969,85.4615
349.046,85.4597
349.123,85.4578
349.2,85.4558
349.276,85.4538
349.352,85.4518
349.428,85.4497
349.503,85.4475
349.579,85.4453
349.654,85.4431
349.73,85.4409
349.805,85.4387
349.88,85.4366
349.956,85.4344
350.032,85.4324
350.108,85.4304
350.184,85.4285
350.26,85.4266
350.336,85.4248
350.412,85.4231
350.488,85.4214
350.564,85.4197
350.639,85.4181
350.715,85.4164
350.79,85.4148
350.865,85.4131
350.94,85.4115
351.015,85.4098
351.089,85.4081
351.163,85.4064
351.236,85.4047
351.309,85.403
351.383,85.4013
351.456,85.3996
351.529,85.3979
351.601,85.3963
351.674,85.3947
351.747,85.393
351.819,85.3914
351.892,85.3898
351.964,85.3882
352.037,85.3866
352.109,85.385
352.181,85.3833
352.253,85.3816
352.325,85.3799
352.397,85.3783
352.468,85.3766
352.539,85.3749
352.61,85.3733
352.681,85.3716
352.752,85.37
352.822,85.3684
352.892,85.3669
352.962,85.3654
353.032,85.3639
353.102,85.3624
353.171,85.3609
353.241,85.3594
353.31,85.3578
353.38,85.3563
353.449,85.3546
353.518,85.353
353.586,85.3513
353.655,85.3495
353.723,85.3477
353.792,85.346
353.86,85.3442
353.928,85.3424
353.996,85.3407
354.063,85.339
354.131,85.3373
354.198,85.3357
354.265,85.3341
354.332,85.3325
354.399,85.331
354.466,85.3294
354.533,85.3278
354.599,85.3262
354.665,85.3245
354.732,85.3229
354.798,85.3211
354.863,85.3194
354.929,85.3176
