x,y
110.232,306.455
110.286,306.475
110.339,306.495
110.393,306.515
110.446,306.535
110.499,306.555
110.552,306.575
110.605,306.595
110.658,306.614
110.712,306.634
110.765,306.654
110.818,306.673
110.871,306.692
110.924,306.712
110.978,306.731
111.031,306.75
111.085,306.769
111.139,306.788
111.192,306.807
111.246,306.826
111.3,306.844
111.355,306.863
111.409,306.881
111.464,306.899
111.519,306.918
111.575,306.936
111.63,306.954
111.686,306.971
111.743,306.989
111.8,307.007
111.857,307.024
111.915,307.042
111.973,307.059
112.031,307.076
112.09,307.093
112.15,307.11
112.21,307.127
112.27,307.144
112.331,307.161
112.392,307.178
112.453,307.195
112.515,307.212
112.577,307.228
112.639,307.245
112.702,307.262
112.765,307.278
112.828,307.295
112.892,307.311
112.956,307.328
113.02,307.344
113.084,307.361
113.148,307.377
113.213,307.393
113.278,307.409
113.343,307.426
113.408,307.442
113.472,307.458
113.537,307.474
113.602,307.49
113.667,307.505
113.732,307.521
113.797,307.537
113.862,307.552
113.926,307.568
113.99,307.583
114.055,307.598
114.118,307.613
114.182,307.628
114.246,307.643
114.309,307.658
114.372,307.673
114.435,307.688
114.498,307.703
114.561,307.717
114.623,307.732
114.685,307.747
114.747,307.761
114.809,307.776
114.871,307.791
114.933,307.805
114.994,307.82
115.056,307.835
115.117,307.849
115.179,307.864
115.24,307.879
115.302,307.894
115.363,307.909
115.425,307.924
115.487,307.939
115.548,307.954
115.61,307.968
115.672,307.983
115.734,307.998
115.796,308.013
115.858,308.028
115.921,308.043
115.983,308.058
116.046,308.073
116.108,308.087
116.171,308.102
116.234,308.116
116.297,308.131
116.359,308.145
116.422,308.159
116.485,308.174
116.548,308.188
116.611,308.202
116.674,308.216
116.737,308.229
116.8,308.243
116.863,308.257
116.925,308.27
116.988,308.283
117.051,308.297
117.113,308.31
117.176,308.323
117.238,308.336
117.301,308.349
117.363,308.362
117.425,308.375
117.487,308.388
117.549,308.401
117.611,308.413
117.673,308.426
117.734,308.438
117.796,308.451
117.857,308.463
117.918,308.476
117.979,308.488
118.041,308.501
118.101,308.513
118.162,308.525
118.223,308.537
118.283,308.549
118.344,308.562
118.404,308.574
118.464,308.586
118.524,308.598
118.584,308.609
118.644,308.621
118.704,308.633
118.763,308.645
118.823,308.657
118.882,308.669
118.942,308.68
119.001,308.692
119.06,308.704
119.119,308.715
119.177,308.727
119.236,308.738
119.295,308.75
119.353,308.762
119.412,308.773
119.47,308.785
119.528,308.797
119.586,308.808
119.644,308.82
119.702,308.831
119.76,308.843
119.817,308.855
119.875,308.866
119.932,308.878
119.99,308.889
120.047,308.901
120.104,308.912
120.161,308.924
120.218,308.935
120.274,308.947
120.331,308.958
120.387,308.969
120.444,308.98
120.5,308.992
120.556,309.003
120.612,309.014
120.668,309.025
120.724,309.036
120.779,309.046
120.835,309.057
120.891,309.068
120.946,309.079
121.002,309.089
121.057,309.1
121.112,309.11
121.168,309.121
121.223,309.131
121.278,309.142
121.333,309.152
121.388,309.162
121.443,309.173
121.497,309.183
121.552,309.193
121.607,309.204
121.661,309.214
121.716,309.224
121.77,309.235
121.825,309.245
121.879,309.255
121.933,309.266
121.987,309.276
122.041,309.286
122.095,309.297
122.148,309.307
122.202,309.317
122.255,309.328
122.309,309.338
122.362,309.348
122.415,309.359
122.468,309.369
122.521,309.379
122.573,309.389
122.626,309.4
122.678,309.41
122.731,309.42
122.783,309.43
122.835,309.44
122.887,309.45
122.939,309.46
122.99,309.47
123.042,309.48
123.094,309.49
123.145,309.5
123.196,309.51
123.247,309.52
123.299,309.53
123.349,309.539
123.4,309.549
123.451,309.559
123.502,309.568
123.552,309.578
123.603,309.588
123.653,309.597
123.704,309.607
123.754,309.616
123.804,309.626
123.854,309.635
123.904,309.644
123.954,309.654
124.004,309.663
124.053,309.672
124.103,309.682
124.153,309.691
124.202,309.7
124.252,309.709
124.301,309.719
124.351,309.728
124.4,309.737
124.449,309.746
124.499,309.755
124.548,309.765
124.597,309.774
124.647,309.783
124.696,309.792
124.745,309.801
124.794,309.811
124.844,309.82
124.893,309.829
124.942,309.838
124.991,309.847
125.041,309.857
125.09,309.866
125.139,309.875
125.188,309.884
125.237,309.894
125.287,309.903
125.336,309.912
125.385,309.921
125.434,309.93
125.483,309.94
125.532,309.949
125.581,309.958
125.63,309.967
125.679,309.976
125.728,309.985
125.776,309.994
125.825,310.003
125.874,310.012
125.922,310.021
125.971,310.03
126.019,310.039
126.067,310.048
126.115,310.057
126.163,310.066
126.211,310.075
126.259,310.083
126.307,310.092
126.355,310.101
126.402,310.109
126.45,310.118
126.497,310.127
126.544,310.135
126.591,310.144
126.638,310.152
126.685,310.161
126.732,310.169
126.778,310.177
126.825,310.186
126.872,310.194
126.918,310.203
126.964,310.211
127.01,310.219
127.056,310.228
127.102,310.236
127.148,310.244
127.194,310.253
127.24,310.261
127.286,310.269
127.331,310.278
127.377,310.286
127.422,310.294
127.468,310.302
127.513,310.311
127.558,310.319
127.604,310.327
127.649,310.336
127.694,310.344
127.739,310.352
127.784,310.36
127.83,310.369
127.875,310.377
127.92,310.385
127.965,310.393
128.011,310.402
128.056,310.41
128.102,310.418
128.147,310.427
128.193,310.435
128.238,310.443
128.284,310.451
128.33,310.459
128.376,310.468
128.421,310.476
128.467,310.484
128.514,310.492
128.56,310.5
128.606,310.508
128.652,310.516
128.699,310.524
128.745,310.532
128.792,310.54
128.838,310.548
128.885,310.556
128.932,310.564
128.979,310.571
129.025,310.579
129.072,310.587
129.119,310.594
129.166,310.602
129.213,310.609
129.26,310.617
129.306,310.624
129.353,310.632
129.4,310.639
129.447,310.646
129.493,310.654
129.54,310.661
129.587,310.668
129.633,310.675
129.68,310.682
129.727,310.689
129.773,310.696
129.82,310.703
129.866,310.71
129.913,310.717
129.959,310.724
130.005,310.731
130.052,310.738
130.098,310.745
130.144,310.752
130.19,310.759
130.236,310.766
130.283,310.773
130.329,310.779
130.375,310.786
130.421,310.793
130.467,310.8
130.513,310.807
130.558,310.813
130.604,310.82
130.65,310.827
130.696,310.834
130.742,310.84
130.787,310.847
130.833,310.854
130.878,310.861
130.924,310.867
130.969,310.874
131.015,310.881
131.06,310.888
131.105,310.894
131.15,310.901
131.195,310.908
131.241,310.915
131.286,310.921
131.33,310.928
131.375,310.935
131.42,310.941
131.465,310.948
131.509,310.955
131.554,310.961
131.599,310.968
131.643,310.975
131.687,310.981
131.732,310.988
131.776,310.995
131.82,311.001
131.864,311.008
131.909,311.015
131.953,311.021
131.997,311.028
132.041,311.034
132.085,311.041
132.128,311.047
132.172,311.054
132.216,311.06
132.26,311.067
132.304,311.073
132.347,311.079
132.391,311.086
132.435,311.092
132.479,311.099
132.522,311.105
132.566,311.111
132.61,311.117
132.653,311.124
132.697,311.13
132.74,311.136
132.784,311.142
132.828,311.149
132.871,311.155
132.915,311.161
132.958,311.167
133.002,311.173
133.046,311.179
133.089,311.186
133.133,311.192
133.176,311.198
133.22,311.204
133.263,311.21
133.307,311.216
133.35,311.222
133.394,311.228
133.437,311.233
133.481,311.239
133.525,311.245
133.568,311.251
133.612,311.257
133.656,311.262
133.7,311.268
133.744,311.274
133.788,311.28
133.832,311.285
133.877,311.291
133.921,311.296
133.966,311.302
134.011,311.308
134.056,311.313
134.102,311.319
134.147,311.324
134.193,311.33
134.239,311.336
134.286,311.341
134.332,311.347
134.379,311.352
134.426,311.358
134.473,311.363
134.521,311.369
134.569,311.375
134.617,311.38
134.665,311.386
134.713,311.391
134.762,311.396
134.81,311.402
134.859,311.407
134.908,311.413
134.957,311.418
135.006,311.424
135.055,311.429
135.104,311.434
135.153,311.44
135.202,311.445
135.251,311.45
135.301,311.456
135.35,311.461
135.398,311.466
135.447,311.471
135.496,311.477
135.545,311.482
135.594,311.487
135.642,311.492
135.691,311.497
135.739,311.503
135.787,311.508
135.835,311.513
135.883,311.518
135.931,311.523
135.979,311.528
136.027,311.533
136.075,311.539
136.122,311.544
136.169,311.549
136.217,311.554
136.264,311.559
136.311,311.564
136.358,311.569
136.405,311.574
136.452,311.579
136.498,311.584
136.545,311.589
136.591,311.594
136.638,311.599
136.684,311.604
136.73,311.609
136.776,311.614
136.822,311.619
136.868,311.624
136.914,311.629
136.959,311.634
137.005,311.639
137.05,311.644
137.095,311.649
137.141,311.654
137.186,311.659
137.23,311.664
137.275,311.669
137.32,311.674
137.365,311.679
137.409,311.684
137.453,311.688
137.498,311.693
137.542,311.698
137.586,311.703
137.63,311.708
137.674,311.713
137.718,311.718
137.762,311.722
137.805,311.727
137.849,311.732
137.893,311.737
137.936,311.742
137.98,311.746
138.024,311.751
138.067,311.756
138.111,311.761
138.155,311.765
138.199,311.77
138.243,311.775
138.287,311.779
138.331,311.784
138.376,311.789
138.42,311.793
138.465,311.798
138.51,311.803
138.556,311.807
138.602,311.812
138.648,311.817
138.695,311.822
138.742,311.826
138.789,311.831
138.837,311.836
138.885,311.84
138.934,311.845
138.983,311.85
139.033,311.854
139.084,311.859
139.135,311.864
139.186,311.868
139.239,311.873
139.291,311.877
139.345,311.881
139.398,311.886
139.453,311.89
139.508,311.894
139.563,311.898
139.619,311.902
139.675,311.906
139.731,311.91
139.788,311.914
139.846,311.918
139.903,311.922
139.961,311.926
140.02,311.929
140.078,311.933
140.137,311.937
140.196,311.94
140.255,311.944
140.315,311.947
140.374,311.951
140.434,311.954
140.494,311.957
140.554,311.961
140.613,311.964
140.673,311.967
140.733,311.97
140.793,311.973
140.853,311.976
140.912,311.979
140.972,311.982
141.032,311.985
141.091,311.988
141.15,311.991
141.209,311.993
141.268,311.996
141.327,311.999
141.385,312.002
141.443,312.005
141.502,312.008
141.56,312.011
141.618,312.014
141.676,312.017
141.734,312.02
141.791,312.023
141.849,312.027
141.907,312.03
141.964,312.034
142.022,312.037
142.079,312.041
142.137,312.045
142.195,312.048
142.253,312.052
142.311,312.056
142.369,312.06
142.427,312.064
142.485,312.068
142.544,312.073
142.603,312.077
142.662,312.081
142.722,312.085
142.781,312.089
142.841,312.093
142.901,312.097
142.962,312.101
143.023,312.105
143.084,312.109
143.145,312.113
143.207,312.116
143.268,312.12
143.33,312.123
143.393,312.126
143.455,312.129
143.518,312.132
143.581,312.135
143.645,312.137
143.708,312.14
143.772,312.142
143.835,312.144
143.899,312.146
143.964,312.148
144.028,312.15
144.092,312.152
144.157,312.154
144.222,312.155
144.286,312.157
144.351,312.158
144.416,312.159
144.481,312.161
144.546,312.162
144.611,312.163
144.676,312.164
144.741,312.166
144.807,312.167
144.872,312.168
144.937,312.169
145.002,312.17
145.067,312.171
145.132,312.173
145.197,312.174
145.262,312.175
145.327,312.176
145.392,312.178
145.457,312.179
145.521,312.18
145.586,312.182
145.65,312.183
145.715,312.185
145.779,312.186
145.843,312.188
145.907,312.189
145.971,312.191
146.035,312.193
146.098,312.194
146.162,312.196
146.225,312.198
146.289,312.2
146.352,312.202
146.415,312.203
146.478,312.205
146.54,312.207
146.603,312.209
146.665,312.211
146.728,312.213
146.79,312.215
146.852,312.216
146.914,312.218
146.975,312.22
147.037,312.222
147.098,312.224
147.16,312.226
147.221,312.227
147.282,312.229
147.342,312.231
147.403,312.233
147.464,312.234
147.524,312.236
147.584,312.238
147.645,312.24
147.705,312.241
147.765,312.243
147.824,312.244
147.884,312.246
147.944,312.248
148.003,312.249
148.063,312.251
148.122,312.252
148.181,312.254
148.24,312.255
148.299,312.257
148.358,312.259
148.417,312.26
148.476,312.262
148.534,312.263
148.593,312.265
148.652,312.267
148.71,312.268
148.768,312.27
148.827,312.272
148.885,312.274
148.943,312.275
149.001,312.277
149.059,312.279
149.116,312.281
149.174,312.283
149.231,312.285
149.289,312.286
149.346,312.288
149.403,312.29
149.46,312.292
149.517,312.294
149.573,312.296
149.63,312.298
149.686,312.3
149.742,312.302
149.798,312.304
149.854,312.305
149.91,312.307
149.965,312.309
150.021,312.311
150.076,312.313
150.131,312.315
150.186,312.316
150.241,312.318
150.295,312.32
150.35,312.322
150.404,312.324
150.458,312.325
150.512,312.327
150.566,312.329
150.62,312.331
150.674,312.332
150.727,312.334
150.781,312.336
150.834,312.338
150.888,312.339
150.941,312.341
150.994,312.343
151.047,312.345
151.1,312.347
151.153,312.348
151.206,312.35
151.259,312.352
151.311,312.354
151.364,312.356
151.417,312.357
151.469,312.359
151.521,312.361
151.574,312.363
151.626,312.365
151.678,312.367
151.73,312.368
151.782,312.37
151.834,312.372
151.885,312.374
151.937,312.376
151.989,312.378
152.04,312.38
152.092,312.382
152.143,312.383
152.194,312.385
152.245,312.387
152.296,312.389
152.347,312.391
152.398,312.393
152.448,312.395
152.499,312.397
152.549,312.399
152.6,312.401
152.65,312.402
152.7,312.404
152.75,312.406
152.8,312.408
152.85,312.41
152.9,312.412
152.949,312.414
152.999,312.416
153.048,312.418
153.098,312.42
153.147,312.422
153.196,312.424
153.245,312.426
153.294,312.427
153.343,312.429
153.392,312.431
153.44,312.433
153.489,312.435
153.537,312.437
153.586,312.439
153.634,312.441
153.682,312.443
153.73,312.445
153.778,312.447
153.826,312.449
153.874,312.451
153.921,312.453
153.969,312.455
154.016,312.456
154.064,312.458
154.111,312.46
154.158,312.462
154.205,312.464
154.252,312.466
154.299,312.468
154.345,312.47
154.392,312.471
154.439,312.473
154.485,312.475
154.532,312.477
154.578,312.478
154.624,312.48
154.67,312.482
154.717,312.483
154.763,312.485
154.809,312.487
154.855,312.488
154.901,312.49
154.947,312.491
154.993,312.493
155.039,312.495
155.085,312.496
155.132,312.498
155.178,312.499
155.224,312.501
155.27,312.502
155.316,312.504
155.362,312.506
155.409,312.507
155.455,312.509
155.501,312.511
155.548,312.513
155.594,312.514
155.64,312.516
155.686,312.518
155.733,312.52
155.779,312.522
155.825,312.524
155.871,312.525
155.917,312.527
155.963,312.529
156.009,312.531
156.055,312.533
156.101,312.535
156.147,312.537
156.193,312.539
156.239,312.541
156.284,312.543
156.33,312.545
156.375,312.547
156.421,312.549
156.466,312.551
156.512,312.553
156.557,312.555
156.602,312.557
156.647,312.559
156.692,312.561
156.738,312.563
156.783,312.565
156.828,312.567
156.873,312.569
156.917,312.571
156.962,312.573
157.007,312.575
157.052,312.577
157.097,312.579
157.141,312.581
157.186,312.583
157.23,312.585
157.275,312.587
157.319,312.589
157.364,312.591
157.408,312.593
157.452,312.595
157.497,312.597
157.541,312.599
157.585,312.601
157.629,312.603
157.673,312.604
157.717,312.606
157.761,312.608
157.805,312.61
157.849,312.611
157.892,312.613
157.936,312.615
157.979,312.616
158.023,312.618
158.066,312.62
158.109,312.621
158.153,312.623
158.196,312.624
158.239,312.626
158.282,312.628
158.325,312.629
158.368,312.631
158.41,312.633
158.453,312.635
158.496,312.636
158.538,312.638
158.581,312.64
158.624,312.642
158.666,312.644
158.708,312.646
158.751,312.648
158.793,312.65
158.836,312.652
158.878,312.654
158.92,312.656
158.963,312.658
159.005,312.66
159.047,312.662
159.089,312.665
159.132,312.667
159.174,312.669
159.216,312.671
159.258,312.673
159.3,312.675
159.343,312.678
159.385,312.68
159.427,312.682
159.469,312.684
159.511,312.686
159.553,312.688
159.596,312.69
159.638,312.692
159.68,312.693
159.722,312.695
159.764,312.697
159.806,312.699
159.848,312.7
159.89,312.702
159.932,312.703
159.974,312.705
160.016,312.706
160.058,312.708
160.1,312.709
160.142,312.71
160.184,312.711
160.225,312.712
160.267,312.713
160.309,312.714
160.351,312.715
160.393,312.716
160.435,312.717
160.477,312.718
160.518,312.719
160.56,312.72
160.602,312.72
160.644,312.721
160.686,312.722
160.728,312.722
160.77,312.723
160.812,312.724
160.854,312.724
160.896,312.725
160.938,312.725
160.98,312.726
161.022,312.727
161.064,312.727
161.106,312.728
161.148,312.729
161.19,312.73
161.233,312.73
161.275,312.731
161.317,312.732
161.36,312.733
161.402,312.734
161.445,312.735
161.487,312.736
161.53,312.737
161.573,312.738
161.615,312.739
161.658,312.74
161.701,312.742
161.744,312.743
161.787,312.744
161.83,312.746
161.873,312.747
161.916,312.749
161.96,312.75
162.003,312.752
162.046,312.753
162.09,312.755
162.133,312.756
162.176,312.758
162.22,312.76
162.264,312.761
162.307,312.763
162.351,312.765
162.394,312.766
162.438,312.768
162.482,312.77
162.525,312.771
162.569,312.773
162.613,312.775
162.656,312.776
162.7,312.778
162.743,312.779
162.787,312.781
162.83,312.782
162.874,312.783
162.917,312.785
162.96,312.786
163.003,312.787
163.046,312.788
163.089,312.79
163.132,312.791
163.175,312.792
163.217,312.793
163.26,312.794
163.302,312.795
163.345,312.796
163.387,312.797
163.429,312.798
163.471,312.8
163.513,312.801
163.555,312.802
163.597,312.803
163.639,312.805
163.681,312.806
163.723,312.807
163.766,312.809
163.808,312.81
163.85,312.812
163.893,312.814
163.935,312.815
163.978,312.817
164.021,312.819
164.064,312.821
164.107,312.822
164.151,312.824
164.194,312.826
164.238,312.827
164.282,312.829
164.326,312.831
164.371,312.832
164.416,312.834
164.461,312.835
164.506,312.836
164.551,312.837
164.596,312.838
164.642,312.839
164.688,312.84
164.734,312.841
164.78,312.841
164.826,312.842
164.873,312.842
164.919,312.843
164.966,312.843
165.013,312.843
165.059,312.843
165.106,312.844
165.153,312.844
165.2,312.844
165.247,312.844
165.294,312.844
165.341,312.844
165.389,312.844
165.436,312.844
165.483,312.844
165.531,312.844
165.578,312.844
165.626,312.843
165.673,312.843
165.721,312.843
165.769,312.843
165.817,312.842
165.865,312.842
165.913,312.842
165.961,312.842
166.009,312.842
166.058,312.841
166.106,312.841
166.155,312.841
166.203,312.841
166.252,312.841
166.301,312.841
166.35,312.841
166.399,312.841
166.448,312.841
166.497,312.841
166.547,312.841
166.596,312.841
166.646,312.841
166.696,312.841
166.746,312.841
166.796,312.841
166.846,312.842
166.897,312.842
166.947,312.842
166.998,312.842
167.048,312.842
167.099,312.843
167.15,312.843
167.201,312.843
167.251,312.843
167.302,312.844
167.353,312.844
167.403,312.844
167.454,312.844
167.504,312.844
167.555,312.845
167.605,312.845
167.655,312.845
167.706,312.845
167.756,312.845
167.806,312.845
167.855,312.845
167.905,312.845
167.955,312.844
168.004,312.844
168.053,312.844
168.103,312.844
168.152,312.844
168.201,312.844
168.25,312.844
168.299,312.844
168.348,312.844
168.397,312.843
168.446,312.843
168.495,312.844
168.545,312.844
168.594,312.844
168.644,312.844
168.693,312.844
168.743,312.844
168.793,312.845
168.844,312.845
168.894,312.845
168.945,312.846
168.997,312.846
169.048,312.847
169.1,312.847
169.153,312.848
169.205,312.848
169.259,312.848
169.312,312.849
169.366,312.849
169.421,312.849
169.476,312.85
169.531,312.85
169.587,312.85
169.643,312.85
169.7,312.85
169.758,312.85
169.815,312.85
169.873,312.85
169.932,312.85
169.991,312.85
170.051,312.849
170.11,312.849
170.171,312.848
170.231,312.847
170.292,312.846
170.353,312.846
170.415,312.845
170.477,312.843
170.539,312.842
170.601,312.841
170.664,312.839
170.727,312.838
170.79,312.836
170.853,312.835
170.916,312.833
170.98,312.831
171.043,312.829
171.107,312.827
171.171,312.825
171.235,312.823
171.299,312.821
171.363,312.818
171.427,312.816
171.491,312.814
171.555,312.812
171.618,312.809
171.682,312.807
171.746,312.805
171.81,312.803
171.874,312.8
171.937,312.798
172.001,312.796
172.065,312.794
172.128,312.792
172.191,312.79
172.254,312.788
172.318,312.786
172.381,312.784
172.443,312.782
172.506,312.78
172.569,312.778
172.631,312.777
172.694,312.775
172.756,312.773
172.818,312.772
172.88,312.77
172.942,312.769
173.004,312.767
173.066,312.766
173.128,312.765
173.19,312.763
173.251,312.762
173.313,312.76
173.374,312.759
173.436,312.757
173.497,312.756
173.559,312.754
173.62,312.752
173.682,312.751
173.743,312.749
173.805,312.747
173.866,312.745
173.928,312.744
173.989,312.742
174.051,312.739
174.112,312.737
174.174,312.735
174.236,312.733
174.297,312.731
174.359,312.728
174.421,312.726
174.483,312.723
174.545,312.721
174.607,312.718
174.669,312.716
174.73,312.713
174.792,312.711
174.855,312.708
174.917,312.706
174.979,312.703
175.041,312.701
175.103,312.699
175.165,312.696
175.227,312.694
175.288,312.692
175.35,312.69
175.412,312.687
175.474,312.685
175.535,312.683
175.597,312.681
175.658,312.679
175.719,312.677
175.78,312.675
175.841,312.674
175.902,312.672
175.963,312.67
176.023,312.668
176.083,312.666
176.143,312.665
176.203,312.663
176.263,312.661
176.322,312.659
176.381,312.658
176.441,312.656
176.499,312.654
176.558,312.652
176.617,312.65
176.675,312.649
176.733,312.647
176.791,312.645
176.849,312.643
176.906,312.641
176.964,312.64
177.021,312.638
177.078,312.636
177.135,312.634
177.192,312.632
177.249,312.63
177.305,312.629
177.362,312.627
177.418,312.625
177.474,312.623
177.53,312.622
177.587,312.62
177.643,312.618
177.698,312.616
177.754,312.615
177.81,312.613
177.866,312.612
177.921,312.61
177.976,312.609
178.032,312.607
178.087,312.605
178.142,312.604
178.197,312.602
178.252,312.601
178.307,312.6
178.361,312.598
178.416,312.597
178.471,312.595
178.525,312.594
178.579,312.592
178.633,312.591
178.687,312.59
178.741,312.588
178.795,312.587
178.849,312.585
178.902,312.584
178.956,312.583
179.009,312.581
179.062,312.58
179.116,312.578
179.169,312.577
179.222,312.575
179.274,312.574
179.327,312.572
179.38,312.571
179.432,312.569
179.485,312.568
179.537,312.566
179.589,312.565
179.641,312.563
179.693,312.562
179.745,312.56
179.797,312.559
179.849,312.557
179.9,312.556
179.952,312.554
180.003,312.553
180.055,312.552
180.106,312.55
180.157,312.549
180.208,312.547
180.26,312.546
180.311,312.544
180.362,312.543
180.412,312.542
180.463,312.54
180.514,312.539
180.565,312.538
180.615,312.536
180.666,312.535
180.716,312.534
180.766,312.532
180.817,312.531
180.867,312.53
180.917,312.529
180.967,312.527
181.017,312.526
181.067,312.525
181.117,312.524
181.166,312.523
181.216,312.522
181.266,312.52
181.315,312.519
181.365,312.518
181.414,312.517
181.463,312.516
181.512,312.515
181.561,312.514
181.61,312.512
181.659,312.511
181.708,312.51
181.756,312.509
181.805,312.508
181.853,312.507
181.901,312.506
181.95,312.505
181.998,312.504
182.046,312.503
182.094,312.502
182.142,312.501
182.189,312.5
182.237,312.498
182.285,312.497
182.332,312.496
182.38,312.495
182.427,312.494
182.474,312.493
182.521,312.492
182.568,312.491
182.615,312.49
182.662,312.489
182.709,312.488
182.755,312.487
182.802,312.486
182.848,312.485
182.895,312.484
182.941,312.483
182.987,312.482
183.034,312.481
183.08,312.481
183.126,312.48
183.172,312.479
183.217,312.478
183.263,312.477
183.309,312.476
183.355,312.475
183.4,312.474
183.446,312.473
183.491,312.472
183.536,312.471
183.582,312.471
183.627,312.47
183.672,312.469
183.717,312.468
183.762,312.467
183.806,312.466
183.851,312.465
183.896,312.465
183.94,312.464
183.985,312.463
184.029,312.462
184.074,312.461
184.118,312.46
184.162,312.459
184.206,312.459
184.25,312.458
184.294,312.457
184.337,312.456
184.381,312.455
184.424,312.454
184.468,312.453
184.511,312.452
184.555,312.451
184.598,312.45
184.641,312.449
184.684,312.448
184.727,312.447
184.77,312.446
184.813,312.445
184.856,312.444
184.899,312.443
184.942,312.442
184.985,312.441
185.028,312.44
185.07,312.44
185.113,312.439
185.156,312.438
185.198,312.437
185.241,312.436
185.284,312.435
185.326,312.435
185.368,312.434
185.411,312.433
185.453,312.432
185.496,312.431
185.538,312.431
185.58,312.43
185.622,312.429
185.664,312.429
185.706,312.428
185.748,312.427
185.79,312.427
185.832,312.426
185.874,312.425
185.916,312.425
185.958,312.424
185.999,312.423
186.041,312.423
186.082,312.422
186.124,312.422
186.165,312.421
186.206,312.421
186.248,312.42
186.289,312.419
186.33,312.419
186.371,312.419
186.412,312.418
186.453,312.418
186.494,312.417
186.535,312.417
186.576,312.417
186.617,312.416
186.658,312.416
186.699,312.416
186.74,312.416
186.781,312.415
186.822,312.415
186.863,312.415
186.904,312.415
186.945,312.414
186.986,312.414
187.027,312.413
187.068,312.413
187.109,312.413
187.15,312.412
187.191,312.411
187.233,312.411
187.274,312.41
187.315,312.409
187.357,312.408
187.398,312.407
187.44,312.406
187.481,312.405
187.523,312.404
187.564,312.402
187.606,312.401
187.648,312.399
187.69,312.398
187.732,312.396
187.774,312.395
187.816,312.393
187.858,312.392
187.9,312.39
187.942,312.389
187.984,312.387
188.026,312.385
188.068,312.384
188.11,312.383
188.153,312.381
188.195,312.38
188.237,312.378
188.279,312.377
188.321,312.376
188.363,312.375
188.405,312.374
188.447,312.373
188.489,312.372
188.531,312.371
188.573,312.37
188.615,312.369
188.657,312.368
188.699,312.367
188.74,312.366
188.782,312.365
188.823,312.364
188.865,312.364
188.906,312.363
188.947,312.362
188.989,312.361
189.03,312.36
189.071,312.359
189.112,312.358
189.152,312.357
189.193,312.356
189.234,312.355
189.274,312.354
189.315,312.353
189.355,312.352
189.396,312.351
189.436,312.35
189.476,312.349
189.516,312.348
189.556,312.347
189.596,312.346
189.636,312.345
189.675,312.344
189.715,312.343
189.755,312.342
189.794,312.341
189.834,312.34
189.873,312.339
189.912,312.338
189.951,312.336
189.99,312.335
190.029,312.334
190.068,312.333
190.107,312.331
190.145,312.33
190.184,312.329
190.223,312.327
190.261,312.326
190.3,312.324
190.339,312.323
190.378,312.322
190.416,312.32
190.455,312.319
190.494,312.318
190.534,312.316
190.573,312.315
190.613,312.314
190.653,312.313
190.693,312.312
190.734,312.311
190.774,312.31
190.816,312.31
190.857,312.309
190.899,312.308
190.941,312.308
190.984,312.307
191.027,312.307
191.071,312.307
191.115,312.307
191.159,312.306
191.204,312.306
191.25,312.306
191.296,312.306
191.342,312.306
191.389,312.305
191.436,312.305
191.484,312.305
191.532,312.304
191.58,312.304
191.629,312.303
191.678,312.303
191.728,312.302
191.777,312.301
191.827,312.3
191.878,312.299
191.928,312.297
191.979,312.296
192.029,312.294
192.08,312.293
192.132,312.291
192.183,312.289
192.234,312.287
192.286,312.285
192.337,312.283
192.389,312.28
192.441,312.278
192.492,312.276
192.544,312.273
192.596,312.271
192.648,312.268
192.7,312.265
192.751,312.263
192.803,312.26
192.855,312.257
192.906,312.255
192.958,312.252
193.009,312.249
193.061,312.246
193.112,312.244
193.163,312.241
193.214,312.239
193.265,312.236
193.316,312.233
193.366,312.231
193.417,312.229
193.467,312.226
193.518,312.224
193.568,312.222
193.618,312.219
193.668,312.217
193.718,312.215
193.768,312.213
193.818,312.211
193.867,312.209
193.917,312.207
193.966,312.205
194.016,312.203
194.066,312.201
194.115,312.199
194.165,312.197
194.214,312.195
194.264,312.193
194.313,312.192
194.363,312.19
194.413,312.188
194.463,312.186
194.513,312.184
194.563,312.182
194.613,312.179
194.663,312.177
194.714,312.175
194.764,312.173
194.815,312.17
194.866,312.168
194.917,312.165
194.969,312.163
195.021,312.16
195.072,312.158
195.125,312.155
195.177,312.152
195.23,312.149
195.282,312.146
195.336,312.143
195.389,312.139
195.443,312.136
195.497,312.133
195.551,312.129
195.605,312.126
195.66,312.122
195.715,312.118
195.77,312.115
195.826,312.111
195.882,312.107
195.938,312.103
195.995,312.099
196.051,312.096
196.108,312.092
196.165,312.088
196.223,312.084
196.281,312.08
196.339,312.076
196.397,312.072
196.455,312.068
196.514,312.064
196.573,312.06
196.632,312.056
196.692,312.052
196.751,312.048
196.811,312.045
196.871,312.041
196.931,312.037
196.992,312.033
197.053,312.029
197.113,312.026
197.174,312.022
197.235,312.018
197.297,312.015
197.358,312.011
197.419,312.008
197.481,312.004
197.543,312
197.604,311.997
197.666,311.993
197.728,311.99
197.789,311.986
197.851,311.983
197.913,311.979
197.974,311.976
198.036,311.972
198.098,311.968
198.159,311.965
198.221,311.961
198.283,311.957
198.344,311.953
198.405,311.95
198.467,311.946
198.528,311.942
198.589,311.938
198.65,311.934
198.711,311.931
198.772,311.927
198.833,311.923
198.893,311.919
198.954,311.915
199.014,311.911
199.075,311.908
199.135,311.904
199.195,311.9
199.255,311.896
199.315,311.893
