Timestamp(UTC), Latitude, Longitude, Wave Height(meters), Wave Direction(degrees T), Average Wave Period(seconds), Dominant Wave Period(seconds),t1,t2,x1,y1,x2,y2,delta_t(sec),delta_d(m),avg_speed(m/s)
2011-11-18 02:00:00,37.4538,-122.8531,1.9,50,8.9,9.8,2011-11-18 02:00:00,2011-11-18 02:30:00,-122.8531,37.4538,-122.8585,37.4466,1800.0,931.0570379004887,0.517253909944716
2011-11-18 02:30:00,37.4466,-122.8585,1.6,64,7.8,11.6,2011-11-18 02:30:00,2011-11-18 03:00:00,-122.8585,37.4466,-122.8633,37.4401,1800.0,837.1701808628101,0.4650945449237834
2011-11-18 03:00:00,37.4401,-122.8633,1.9,54,9.4,9.1,2011-11-18 03:00:00,2011-11-18 03:30:00,-122.8633,37.4401,-122.8689,37.4324,1800.0,987.9008901950148,0.5488338278861193
2011-11-18 04:30:00,37.4144,-122.8815,1.5,60,6.6,10.7,2011-11-18 04:30:00,2011-11-18 05:00:00,-122.8815,37.4144,-122.8872,37.4066,1800.0,1002.0275451190502,0.5566819695105835
2011-11-18 05:00:00,37.4066,-122.8872,2.6,78,9.9,12.8,2011-11-18 05:00:00,2011-11-18 05:30:00,-122.8872,37.4066,-122.8928,37.3986,1800.0,1016.9445286680035,0.5649691825933353
2011-11-18 05:30:00,37.3986,-122.8928,2.0,46,8.0,9.8,2011-11-18 05:30:00,2011-11-18 06:00:00,-122.8928,37.3986,-122.8985,37.3944,1800.0,687.041640311049,0.381689800172805
2011-11-18 17:00:00,37.368,-122.8707,2.8,154,8.7,14.2,2011-11-18 17:00:00,2011-11-18 18:30:00,-122.8707,37.368,-122.8919,37.3587,5400.0,2142.9751806460413,0.39684725567519286
2011-11-18 20:00:00,37.3614,-122.8703,3.1,61,8.6,25.6,2011-11-18 20:00:00,2011-11-18 20:30:00,-122.8703,37.3614,-122.8748,37.3562,1800.0,701.4256314350562,0.389680906352809
2011-11-18 20:30:00,37.3562,-122.8748,2.8,15,8.4,18.3,2011-11-18 20:30:00,2011-11-18 21:00:00,-122.8748,37.3562,-122.8833,37.3545,1800.0,776.3392618728925,0.4312995899293847
2011-11-18 21:00:00,37.3545,-122.8833,3.6,48,8.4,10.7,2011-11-18 21:00:00,2011-11-18 22:30:00,-122.8833,37.3545,-122.8769,37.3707,5400.0,1885.2211877208094,0.34911503476311284
2011-11-18 23:00:00,37.3623,-122.8703,3.3,68,8.7,14.2,2011-11-18 23:00:00,2011-11-18 23:30:00,-122.8703,37.3623,-122.8748,37.3562,1800.0,785.662391106239,0.4364791061701328
2011-11-18 23:30:00,37.3562,-122.8748,3.2,54,8.8,14.2,2011-11-18 23:30:00,2011-11-19 00:30:00,-122.8748,37.3562,-122.8746,37.3414,3600.0,1642.6616120919712,0.45629489224776976
2011-11-19 09:00:00,37.1491,-122.7556,4.4,83,9.4,14.2,2011-11-19 09:00:00,2011-11-19 09:30:00,-122.7556,37.1491,-122.7505,37.1407,1800.0,1036.5127657384758,0.5758404254102644
2011-11-19 09:30:00,37.1407,-122.7505,4.7,48,9.0,11.6,2011-11-19 09:30:00,2011-11-19 10:00:00,-122.7505,37.1407,-122.7454,37.1328,1800.0,986.924530494783,0.548291405830435
2011-11-19 10:00:00,37.1328,-122.7454,4.9,41,9.3,11.6,2011-11-19 10:00:00,2011-11-19 10:30:00,-122.7454,37.1328,-122.7408,37.1251,1800.0,947.277883749247,0.526265490971804
2011-11-19 10:30:00,37.1251,-122.7408,5.5,45,12.0,14.2,2011-11-19 10:30:00,2011-11-19 11:00:00,-122.7408,37.1251,-122.7362,37.1178,1800.0,907.4509662010526,0.5041394256672515
2011-11-19 11:00:00,37.1178,-122.7362,4.1,40,9.4,16.0,2011-11-19 11:00:00,2011-11-19 11:30:00,-122.7362,37.1178,-122.7316,37.1099,1800.0,967.3807734989367,0.5374337630549648
2011-11-19 11:30:00,37.1099,-122.7316,5.0,42,10.4,16.0,2011-11-19 11:30:00,2011-11-19 12:00:00,-122.7316,37.1099,-122.7264,37.1018,1800.0,1010.8065328107148,0.5615591848948416
2011-11-19 12:00:00,37.1018,-122.7264,4.7,41,9.9,14.2,2011-11-19 12:00:00,2011-11-19 12:30:00,-122.7264,37.1018,-122.7213,37.0933,1800.0,1046.6209788980523,0.5814560993878068
2011-11-19 12:30:00,37.0933,-122.7213,4.3,35,10.4,16.0,2011-11-19 12:30:00,2011-11-19 13:00:00,-122.7213,37.0933,-122.716,37.085,1800.0,1034.657770092307,0.5748098722735039
2011-11-19 18:30:00,36.98,-122.6515,5.4,36,11.0,21.3,2011-11-19 18:30:00,2011-11-19 19:00:00,-122.6515,36.98,-122.6416,36.9788,1800.0,891.4565317670102,0.4952536287594501
2011-11-19 19:00:00,36.9788,-122.6416,4.3,50,9.1,14.2,2011-11-19 19:00:00,2011-11-19 20:30:00,-122.6416,36.9788,-122.6065,36.9861,5400.0,3228.330066042248,0.5978389011189348
2011-11-21 07:00:00,36.7663,-122.3244,3.4,54,10.8,10.7,2011-11-21 07:00:00,2011-11-21 07:30:00,-122.3244,36.7663,-122.3266,36.7747,1800.0,952.6438071589697,0.5292465595327609
2011-11-21 07:30:00,36.7747,-122.3266,3.4,53,8.4,11.6,2011-11-21 07:30:00,2011-11-21 08:00:00,-122.3266,36.7747,-122.324,36.7802,1800.0,652.9961655345015,0.3627756475191675
2011-11-22 22:00:00,36.819,-122.192,1.6,76,8.5,12.8,2011-11-22 22:00:00,2011-11-22 22:30:00,-122.192,36.819,-122.1858,36.8177,1800.0,571.6848676248359,0.31760270423601994
2011-11-22 23:00:00,36.8153,-122.1808,1.2,55,7.6,10.7,2011-11-22 23:00:00,2011-11-22 23:30:00,-122.1808,36.8153,-122.1741,36.8135,1800.0,630.3139748164194,0.35017443045356633
2011-11-22 23:30:00,36.8135,-122.1741,1.2,67,7.6,11.6,2011-11-22 23:30:00,2011-11-23 00:00:00,-122.1741,36.8135,-122.1662,36.8115,1800.0,739.0306466595453,0.4105725814775251
2011-11-23 00:00:00,36.8115,-122.1662,1.5,57,7.5,9.1,2011-11-23 00:00:00,2011-11-23 00:30:00,-122.1662,36.8115,-122.1589,36.8127,1800.0,664.8538712389187,0.36936326179939927
2011-11-23 03:30:00,36.8104,-122.1541,1.3,138,6.3,9.1,2011-11-23 03:30:00,2011-11-23 04:00:00,-122.1541,36.8104,-122.1487,36.8081,1800.0,545.2868205569229,0.3029371225316238
2011-11-23 04:00:00,36.8081,-122.1487,1.6,71,8.3,9.8,2011-11-23 04:00:00,2011-11-23 04:30:00,-122.1487,36.8081,-122.1392,36.8054,1800.0,899.1392936680777,0.49952182981559873
2011-11-23 04:30:00,36.8054,-122.1392,1.5,55,7.4,9.1,2011-11-23 04:30:00,2011-11-23 05:00:00,-122.1392,36.8054,-122.1292,36.8023,1800.0,956.4117173159653,0.531339842953314
2011-11-23 05:00:00,36.8023,-122.1292,1.7,74,7.3,8.5,2011-11-23 05:00:00,2011-11-23 05:30:00,-122.1292,36.8023,-122.1193,36.7992,1800.0,948.123581550112,0.5267353230833955
2011-11-29 10:30:00,36.7749,-122.0861,2.6,59,9.3,18.3,2011-11-29 10:30:00,2011-11-29 11:00:00,-122.0861,36.7749,-122.0794,36.7774,1800.0,659.3324075185515,0.3662957819547508
2011-12-02 12:30:00,36.7793,-122.0847,2.0,155,7.8,25.6,2011-12-02 12:30:00,2011-12-02 13:00:00,-122.0847,36.7793,-122.093,36.7822,1800.0,807.7882420080934,0.44877124556005193
2011-12-02 13:00:00,36.7822,-122.093,2.1,34,8.7,14.2,2011-12-02 13:00:00,2011-12-02 13:30:00,-122.093,36.7822,-122.1003,36.7847,1800.0,708.2248747630722,0.39345826375726234
2011-12-02 13:30:00,36.7847,-122.1003,1.6,54,6.6,9.8,2011-12-02 13:30:00,2011-12-02 14:00:00,-122.1003,36.7847,-122.1068,36.7869,1800.0,629.469048785984,0.34970502710332446
2011-12-03 00:00:00,36.7757,-122.0884,2.2,125,9.9,18.3,2011-12-03 00:00:00,2011-12-03 00:30:00,-122.0884,36.7757,-122.0786,36.7755,1800.0,875.1526000829351,0.48619588893496396
2011-12-03 09:30:00,36.7785,-122.0821,2.2,66,8.3,21.3,2011-12-03 09:30:00,2011-12-03 10:00:00,-122.0821,36.7785,-122.0908,36.7814,1800.0,840.6665912225411,0.46703699512363395
2011-12-03 19:30:00,36.7931,-122.1253,2.6,30,8.8,10.7,2011-12-03 19:30:00,2011-12-03 20:00:00,-122.1253,36.7931,-122.132,36.7955,1800.0,654.6117601910074,0.36367320010611526
2011-12-03 20:00:00,36.7955,-122.132,2.0,49,8.1,12.8,2011-12-03 20:00:00,2011-12-03 20:30:00,-122.132,36.7955,-122.1399,36.7982,1800.0,766.0843924949714,0.4256024402749841
2011-12-03 20:30:00,36.7982,-122.1399,2.0,78,8.0,14.2,2011-12-03 20:30:00,2011-12-03 21:00:00,-122.1399,36.7982,-122.1465,36.8004,1800.0,637.6105250347106,0.3542280694637281
2011-12-03 21:00:00,36.8004,-122.1465,2.5,58,8.5,12.8,2011-12-03 21:00:00,2011-12-03 21:30:00,-122.1465,36.8004,-122.1533,36.8026,1800.0,654.1188807067256,0.3633993781704031
2011-12-03 21:30:00,36.8026,-122.1533,2.6,52,8.3,9.1,2011-12-03 21:30:00,2011-12-03 22:00:00,-122.1533,36.8026,-122.1598,36.8049,1800.0,633.7321597117386,0.35207342206207703
2011-12-03 22:00:00,36.8049,-122.1598,2.7,78,8.9,11.6,2011-12-03 22:00:00,2011-12-03 22:30:00,-122.1598,36.8049,-122.1668,36.8072,1800.0,674.7951924500202,0.374886218027789
2011-12-03 22:30:00,36.8072,-122.1668,2.1,67,8.2,11.6,2011-12-03 22:30:00,2011-12-03 23:00:00,-122.1668,36.8072,-122.1629,36.8011,1800.0,761.1681875411298,0.42287121530062766
2011-12-04 01:30:00,36.7777,-122.0939,1.6,63,8.4,11.6,2011-12-04 01:30:00,2011-12-04 02:00:00,-122.0939,36.7777,-122.0829,36.7739,1800.0,1068.7121035055281,0.59372894639196
2011-12-04 02:30:00,36.7776,-122.0791,1.7,81,9.5,16.0,2011-12-04 02:30:00,2011-12-04 03:00:00,-122.0791,36.7776,-122.0895,36.781,1800.0,1002.1331439448975,0.556740635524943
2011-12-04 03:00:00,36.781,-122.0895,1.8,73,7.0,12.8,2011-12-04 03:00:00,2011-12-04 03:30:00,-122.0895,36.781,-122.1004,36.7846,1800.0,1051.8051519792905,0.5843361955440503
2011-12-04 03:30:00,36.7846,-122.1004,1.6,91,6.5,12.8,2011-12-04 03:30:00,2011-12-04 04:00:00,-122.1004,36.7846,-122.1093,36.7877,1800.0,865.7059649708357,0.48094775831713094
2011-12-04 04:00:00,36.7877,-122.1093,1.5,88,8.5,14.2,2011-12-04 04:00:00,2011-12-04 04:30:00,-122.1093,36.7877,-122.1152,36.7896,1800.0,567.2610618680885,0.3151450343711603
2011-12-04 09:30:00,36.8051,-122.1601,1.7,71,7.5,14.2,2011-12-04 09:30:00,2011-12-04 10:00:00,-122.1601,36.8051,-122.167,36.8074,1800.0,666.5415347832851,0.3703008526573806
2011-12-04 10:00:00,36.8074,-122.167,1.7,64,8.3,16.0,2011-12-04 10:00:00,2011-12-04 10:30:00,-122.167,36.8074,-122.1648,36.8017,1800.0,662.3182470892531,0.3679545817162517
2011-12-04 10:30:00,36.8017,-122.1648,2.0,77,10.9,14.2,2011-12-04 10:30:00,2011-12-04 11:00:00,-122.1648,36.8017,-122.1538,36.7979,1800.0,1068.4314182819378,0.5935730101566321
2011-12-04 22:00:00,36.7842,-122.1214,1.5,76,8.1,11.6,2011-12-04 22:00:00,2011-12-04 22:30:00,-122.1214,36.7842,-122.1136,36.7821,1800.0,734.2237611560338,0.4079020895311299
2011-12-04 22:30:00,36.7821,-122.1136,1.7,65,8.1,12.8,2011-12-04 22:30:00,2011-12-04 23:00:00,-122.1136,36.7821,-122.1041,36.7795,1800.0,895.7726443025958,0.4976514690569977
2011-12-04 23:00:00,36.7795,-122.1041,1.5,94,7.6,11.6,2011-12-04 23:00:00,2011-12-04 23:30:00,-122.1041,36.7795,-122.0935,36.7766,1800.0,999.488022903493,0.5552711238352739
2011-12-05 00:30:00,36.7781,-122.0812,1.9,84,7.7,14.2,2011-12-05 00:30:00,2011-12-05 01:00:00,-122.0812,36.7781,-122.09,36.7812,1800.0,857.5829231958337,0.4764349573310187
2011-12-05 01:00:00,36.7812,-122.09,1.8,68,6.8,25.6,2011-12-05 01:00:00,2011-12-05 01:30:00,-122.09,36.7812,-122.0999,36.7845,1800.0,956.5899130914157,0.5314388406063421
2011-12-05 01:30:00,36.7845,-122.0999,1.8,329,7.0,25.6,2011-12-05 01:30:00,2011-12-05 02:00:00,-122.0999,36.7845,-122.1089,36.7876,1800.0,873.9051138090801,0.48550284100504454
2011-12-05 02:00:00,36.7876,-122.1089,1.5,83,6.3,11.6,2011-12-05 02:00:00,2011-12-05 02:30:00,-122.1089,36.7876,-122.1179,36.7906,1800.0,869.5670574781499,0.4830928097100833
2011-12-05 02:30:00,36.7906,-122.1179,1.8,57,7.1,8.5,2011-12-05 02:30:00,2011-12-05 03:00:00,-122.1179,36.7906,-122.1269,36.7937,1800.0,873.8467150338739,0.4854703972410411
2011-12-05 03:00:00,36.7937,-122.1269,2.0,115,8.2,21.3,2011-12-05 03:00:00,2011-12-05 03:30:00,-122.1269,36.7937,-122.136,36.7968,1800.0,882.0282328179035,0.49001568489883524
2011-12-05 03:30:00,36.7968,-122.136,2.4,109,11.5,12.8,2011-12-05 03:30:00,2011-12-05 04:00:00,-122.136,36.7968,-122.1434,36.7993,1800.0,716.3310769603931,0.39796170942244063
2011-12-05 04:00:00,36.7993,-122.1434,1.9,103,9.6,14.2,2011-12-05 04:00:00,2011-12-05 05:30:00,-122.1434,36.7993,-122.1606,36.8052,5400.0,1668.767141118396,0.30903095205896225
2011-12-05 06:30:00,36.8045,-122.1691,1.7,71,10.4,9.8,2011-12-05 06:30:00,2011-12-05 07:00:00,-122.1691,36.8045,-122.1619,36.8007,1800.0,768.5606535724272,0.42697814087357067
2011-12-05 07:00:00,36.8007,-122.1619,1.6,49,9.1,9.8,2011-12-05 07:00:00,2011-12-05 07:30:00,-122.1619,36.8007,-122.156,36.7986,1800.0,575.8108630555946,0.3198949239197748
2011-12-05 09:00:00,36.7938,-122.1416,2.1,57,10.5,10.7,2011-12-05 09:00:00,2011-12-05 09:30:00,-122.1416,36.7938,-122.1355,36.7917,1800.0,592.2214590495236,0.32901192169417975
2011-12-05 09:30:00,36.7917,-122.1355,1.5,80,7.7,9.1,2011-12-05 09:30:00,2011-12-05 10:00:00,-122.1355,36.7917,-122.1286,36.7894,1800.0,666.6573804166096,0.3703652113425609
2011-12-08 04:30:00,36.7685,-121.9569,0.9,291,5.3,5.3,2011-12-08 04:30:00,2011-12-08 05:00:00,-121.9569,36.7685,-121.9464,36.7725,1800.0,1037.2102450176153,0.5762279138986752
2011-12-08 07:00:00,36.7539,-121.958,0.9,309,4.4,10.7,2011-12-08 07:00:00,2011-12-08 07:30:00,-121.958,36.7539,-121.9599,36.7628,1800.0,1002.1261833649291,0.5567367685360718
2011-12-08 07:30:00,36.7628,-121.9599,0.9,322,4.8,12.8,2011-12-08 07:30:00,2011-12-08 08:00:00,-121.9599,36.7628,-121.9542,36.7696,1800.0,910.1889135513372,0.5056605075285207
2011-12-08 08:00:00,36.7696,-121.9542,1.0,289,5.0,16.0,2011-12-08 08:00:00,2011-12-08 08:30:00,-121.9542,36.7696,-121.945,36.7722,1800.0,870.5621581625342,0.4836456434236301
2011-12-08 08:30:00,36.7722,-121.945,0.9,303,5.1,4.9,2011-12-08 08:30:00,2011-12-08 09:00:00,-121.945,36.7722,-121.9348,36.7674,1800.0,1054.9979036406748,0.5861099464670416
2011-12-08 09:30:00,36.7575,-121.9339,0.9,256,5.1,14.2,2011-12-08 09:30:00,2011-12-08 10:00:00,-121.9339,36.7575,-121.9422,36.7511,1800.0,1026.5241904491497,0.5702912169161943
2011-12-08 10:00:00,36.7511,-121.9422,0.9,276,4.9,11.6,2011-12-08 10:00:00,2011-12-08 10:30:00,-121.9422,36.7511,-121.9537,36.752,1800.0,1031.8003219648365,0.5732224010915759
2011-12-08 10:30:00,36.752,-121.9537,0.8,292,4.5,12.8,2011-12-08 10:30:00,2011-12-08 11:00:00,-121.9537,36.752,-121.9601,36.7588,1800.0,946.6003755267595,0.5258890975148665
2011-12-08 11:00:00,36.7588,-121.9601,0.7,223,5.1,11.6,2011-12-08 11:00:00,2011-12-08 11:30:00,-121.9601,36.7588,-121.9588,36.7676,1800.0,983.4381884390198,0.5463545491327888
2011-12-08 11:30:00,36.7676,-121.9588,0.8,311,5.0,10.7,2011-12-08 11:30:00,2011-12-08 12:00:00,-121.9588,36.7676,-121.9487,36.7722,1800.0,1036.1879250274987,0.5756599583486104
2011-12-08 12:00:00,36.7722,-121.9487,0.9,309,5.5,12.8,2011-12-08 12:00:00,2011-12-08 12:30:00,-121.9487,36.7722,-121.9394,36.7695,1800.0,882.6958154396324,0.4903865641331291
2011-12-08 12:30:00,36.7695,-121.9394,0.9,279,4.7,12.8,2011-12-08 12:30:00,2011-12-08 13:00:00,-121.9394,36.7695,-121.9339,36.7625,1800.0,919.0094720525943,0.5105608178069968
2011-12-08 13:00:00,36.7625,-121.9339,0.9,216,4.6,12.8,2011-12-08 13:00:00,2011-12-08 13:30:00,-121.9339,36.7625,-121.9366,36.7536,1800.0,1016.6604524651315,0.5648113624806286
2011-12-08 13:30:00,36.7536,-121.9366,0.9,286,5.1,12.8,2011-12-08 13:30:00,2011-12-08 14:00:00,-121.9366,36.7536,-121.9472,36.7491,1800.0,1070.236448681154,0.5945758048228633
2011-12-08 15:00:00,36.7668,-121.96,0.9,263,4.5,14.2,2011-12-08 15:00:00,2011-12-08 15:30:00,-121.96,36.7668,-121.9509,36.7712,1800.0,947.8896734250606,0.5266053741250336
2011-12-08 15:30:00,36.7712,-121.9509,0.9,260,4.7,12.8,2011-12-08 15:30:00,2011-12-08 16:00:00,-121.9509,36.7712,-121.9431,36.7713,1800.0,696.4537504932197,0.3869187502740109
2011-12-08 16:00:00,36.7713,-121.9431,0.9,270,5.7,12.8,2011-12-08 16:00:00,2011-12-08 16:30:00,-121.9431,36.7713,-121.9354,36.7677,1800.0,795.1071143623877,0.44172617464577096
2011-12-08 16:30:00,36.7677,-121.9354,0.8,265,4.9,11.6,2011-12-08 16:30:00,2011-12-08 17:00:00,-121.9354,36.7677,-121.9339,36.7602,1800.0,843.0058872190023,0.4683366040105568
2011-12-08 17:00:00,36.7602,-121.9339,0.8,271,4.6,12.8,2011-12-08 17:00:00,2011-12-08 17:30:00,-121.9339,36.7602,-121.9372,36.7534,1800.0,810.1099042983299,0.4500610579435166
2011-12-08 17:30:00,36.7534,-121.9372,0.9,287,6.6,14.2,2011-12-08 17:30:00,2011-12-08 18:00:00,-121.9372,36.7534,-121.9462,36.7492,1800.0,929.0753190880093,0.516152955048894
2011-12-08 19:30:00,36.7714,-121.9507,0.8,307,5.6,12.8,2011-12-08 19:30:00,2011-12-08 20:00:00,-121.9507,36.7714,-121.9414,36.7705,1800.0,836.2705075958461,0.46459472644213673
2011-12-08 20:00:00,36.7705,-121.9414,0.8,260,7.9,11.6,2011-12-08 20:00:00,2011-12-08 20:30:00,-121.9414,36.7705,-121.9338,36.7664,1800.0,816.9611100549254,0.4538672833638474
2011-12-08 20:30:00,36.7664,-121.9338,0.7,291,7.7,12.8,2011-12-08 20:30:00,2011-12-08 21:00:00,-121.9338,36.7664,-121.9339,36.7611,1800.0,588.225832962965,0.3267921294238694
2011-12-09 01:00:00,36.7552,-121.9576,0.9,284,6.6,12.8,2011-12-09 01:00:00,2011-12-09 01:30:00,-121.9576,36.7552,-121.9504,36.7606,1800.0,878.8855620061642,0.4882697566700912
2011-12-09 02:30:00,36.7617,-121.95,0.8,271,6.0,10.7,2011-12-09 02:30:00,2011-12-09 03:00:00,-121.95,36.7617,-121.9446,36.7593,1800.0,550.8348695746564,0.3060193719859202
2011-12-10 01:30:00,36.7593,-121.9472,0.9,300,7.5,21.3,2011-12-10 01:30:00,2011-12-10 02:00:00,-121.9472,36.7593,-121.9547,36.7578,1800.0,690.0701639371463,0.3833723132984146
2011-12-10 02:00:00,36.7578,-121.9547,1.3,284,11.6,18.3,2011-12-10 02:00:00,2011-12-10 02:30:00,-121.9547,36.7578,-121.9623,36.7545,1800.0,771.1463684220815,0.4284146491233786
2011-12-10 02:30:00,36.7545,-121.9623,1.3,287,9.1,18.3,2011-12-10 02:30:00,2011-12-10 03:00:00,-121.9623,36.7545,-121.9706,36.7512,1800.0,826.7163866916313,0.45928688149535074
2011-12-10 03:00:00,36.7512,-121.9706,1.3,295,9.0,18.3,2011-12-10 03:00:00,2011-12-10 03:30:00,-121.9706,36.7512,-121.978,36.748,1800.0,750.2100157418154,0.4167833420787863
2011-12-10 03:30:00,36.748,-121.978,1.2,287,11.0,18.3,2011-12-10 03:30:00,2011-12-10 04:00:00,-121.978,36.748,-121.9858,36.7447,1800.0,786.986929433319,0.43721496079628835
2011-12-10 04:00:00,36.7447,-121.9858,1.2,295,9.8,18.3,2011-12-10 04:00:00,2011-12-10 04:30:00,-121.9858,36.7447,-121.9948,36.7409,1800.0,907.6975965657061,0.5042764425365034
2011-12-10 04:30:00,36.7409,-121.9948,1.9,289,13.4,18.3,2011-12-10 04:30:00,2011-12-10 05:00:00,-121.9948,36.7409,-122.0052,36.7366,1800.0,1044.2793576281879,0.5801551986823266
2011-12-10 05:00:00,36.7366,-122.0052,1.7,294,10.3,18.3,2011-12-10 05:00:00,2011-12-10 05:30:00,-122.0052,36.7366,-122.0162,36.7334,1800.0,1044.7211349865156,0.5804006305480642
2011-12-10 05:30:00,36.7334,-122.0162,1.9,293,14.0,18.3,2011-12-10 05:30:00,2011-12-10 06:00:00,-122.0162,36.7334,-122.0262,36.734,1800.0,895.6895120846874,0.497605284491493
2011-12-10 06:00:00,36.734,-122.0262,1.6,279,11.8,18.3,2011-12-10 06:00:00,2011-12-10 06:30:00,-122.0262,36.734,-122.0342,36.7377,1800.0,824.1188622410265,0.4578438123561258
2011-12-10 06:30:00,36.7377,-122.0342,1.4,282,10.8,18.3,2011-12-10 06:30:00,2011-12-10 07:00:00,-122.0342,36.7377,-122.0396,36.7438,1800.0,831.169825053043,0.4617610139183572
2011-12-10 07:00:00,36.7438,-122.0396,2.0,293,11.0,18.3,2011-12-10 07:00:00,2011-12-10 07:30:00,-122.0396,36.7438,-122.0493,36.7464,1800.0,913.0728657806877,0.5072627032114931
2011-12-10 07:30:00,36.7464,-122.0493,1.6,290,9.4,18.3,2011-12-10 07:30:00,2011-12-10 08:00:01,-122.0493,36.7464,-122.0594,36.7489,1801.0,943.6825773866527,0.5239770002146878
2011-12-10 08:00:01,36.7489,-122.0594,1.6,296,11.5,16.0,2011-12-10 08:00:01,2011-12-10 08:30:00,-122.0594,36.7489,-122.0693,36.7514,1799.0,926.5984312154891,0.5150630523710334
2011-12-10 08:30:00,36.7514,-122.0693,1.6,288,13.3,18.3,2011-12-10 08:30:00,2011-12-10 09:00:00,-122.0693,36.7514,-122.0785,36.7537,1800.0,860.2885558680096,0.47793808659333864
2011-12-10 09:00:00,36.7537,-122.0785,1.1,286,6.9,18.3,2011-12-10 09:00:00,2011-12-10 09:30:00,-122.0785,36.7537,-122.0883,36.7562,1800.0,918.0298948038122,0.5100166082243401
2011-12-10 09:30:00,36.7562,-122.0883,1.7,301,10.5,18.3,2011-12-10 09:30:00,2011-12-10 10:00:02,-122.0883,36.7562,-122.0979,36.7542,1802.0,885.5093071364104,0.4914036110634908
2011-12-10 10:00:02,36.7542,-122.0979,1.5,278,10.0,18.3,2011-12-10 10:00:02,2011-12-10 10:30:00,-122.0979,36.7542,-122.1073,36.7521,1798.0,871.1560455051674,0.4845139296469229
2011-12-10 10:30:00,36.7521,-122.1073,1.5,307,9.1,18.3,2011-12-10 10:30:00,2011-12-10 11:00:00,-122.1073,36.7521,-122.1169,36.7499,1800.0,891.3761178256798,0.4952089543475999
2011-12-10 11:00:00,36.7499,-122.1169,1.6,295,11.6,18.3,2011-12-10 11:00:00,2011-12-10 11:30:00,-122.1169,36.7499,-122.1284,36.7475,1800.0,1060.9661271333778,0.5894256261852099
2011-12-10 11:30:00,36.7475,-122.1284,1.5,308,8.9,18.3,2011-12-10 11:30:00,2011-12-10 12:00:00,-122.1284,36.7475,-122.14,36.7448,1800.0,1078.4176464041186,0.5991209146689548
2011-12-10 13:30:00,36.7368,-122.1761,2.2,293,12.5,18.3,2011-12-10 13:30:00,2011-12-10 14:00:00,-122.1761,36.7368,-122.1873,36.7343,1800.0,1038.129898184273,0.5767388323245961
2011-12-10 14:00:00,36.7343,-122.1873,2.0,297,8.1,16.0,2011-12-10 14:00:00,2011-12-10 14:30:00,-122.1873,36.7343,-122.1979,36.7319,1800.0,983.5576237174373,0.546420902065243
2011-12-10 14:30:00,36.7319,-122.1979,2.0,306,11.2,18.3,2011-12-10 14:30:00,2011-12-10 15:00:00,-122.1979,36.7319,-122.2094,36.7293,1800.0,1066.9859427751126,0.5927699682083959
2011-12-10 15:00:00,36.7293,-122.2094,1.9,289,8.5,18.3,2011-12-10 15:00:00,2011-12-10 15:30:00,-122.2094,36.7293,-122.2205,36.7269,1800.0,1026.6832353465245,0.5703795751925136
2011-12-10 15:30:00,36.7269,-122.2205,2.1,291,11.5,18.3,2011-12-10 15:30:00,2011-12-10 16:00:00,-122.2205,36.7269,-122.228,36.7253,1800.0,693.1031059955806,0.3850572811086559
2011-12-11 00:30:00,36.7104,-122.2948,2.2,281,10.6,16.0,2011-12-11 00:30:00,2011-12-11 01:00:00,-122.2948,36.7104,-122.3007,36.7091,1800.0,546.5417783635681,0.3036343213130934
2011-12-11 01:00:00,36.7091,-122.3007,2.6,292,15.4,16.0,2011-12-11 01:00:00,2011-12-11 01:30:00,-122.3007,36.7091,-122.3082,36.7074,1800.0,696.1776819199615,0.3867653788444231
2011-12-11 01:30:00,36.7074,-122.3082,2.8,292,13.2,16.0,2011-12-11 01:30:00,2011-12-11 02:00:00,-122.3082,36.7074,-122.3168,36.7055,1800.0,796.8348993732282,0.442686055207349
2011-12-11 02:00:00,36.7055,-122.3168,2.4,281,10.9,16.0,2011-12-11 02:00:00,2011-12-11 02:30:00,-122.3168,36.7055,-122.3241,36.7039,1800.0,676.0231698267141,0.37556842768150783
2011-12-11 02:30:00,36.7039,-122.3241,2.2,292,8.9,16.0,2011-12-11 02:30:00,2011-12-11 03:00:00,-122.3241,36.7039,-122.3319,36.7009,1800.0,772.4148882417651,0.4291193823565362
2011-12-11 03:00:00,36.7009,-122.3319,1.8,314,9.9,16.0,2011-12-11 03:00:00,2011-12-11 03:30:00,-122.3319,36.7009,-122.3374,36.6985,1800.0,559.0066682848981,0.31055926015827673
2011-12-11 04:00:00,36.6966,-122.3414,2.0,296,9.3,16.0,2011-12-11 04:00:00,2011-12-11 04:30:00,-122.3414,36.6966,-122.347,36.6986,1800.0,547.4410419021663,0.30413391216787017
2011-12-11 04:30:00,36.6986,-122.347,1.5,289,9.2,16.0,2011-12-11 04:30:00,2011-12-11 05:00:00,-122.347,36.6986,-122.3532,36.7018,1800.0,658.0686512782871,0.36559369515460394
2011-12-11 06:00:00,36.7036,-122.3545,2.3,286,10.5,14.2,2011-12-11 06:00:00,2011-12-11 06:30:00,-122.3545,36.7036,-122.3548,36.7118,1800.0,910.3665354244872,0.5057591863469373
2011-12-11 06:30:00,36.7118,-122.3548,2.4,289,10.4,16.0,2011-12-11 06:30:00,2011-12-11 07:00:00,-122.3548,36.7118,-122.3558,36.7176,1800.0,649.8106018281269,0.36100588990451493
