t1,t2,y1,x1,y2,x2, Wave Height(meters),delta_t(sec),delta_d(m),avg_speed(m/s)
2012-02-20 23:30:00,2012-02-21 00:00:00,25.2171,-151.3473,25.2124,-151.3543,3.45,1800,876.748369112752,0.487082427284862
2012-02-21 00:00:00,2012-02-21 00:30:00,25.2124,-151.3543,25.208,-151.3611,3.35,1800,840.947508922734,0.46719306051263
2012-02-21 00:30:00,2012-02-21 01:00:00,25.208,-151.3611,25.2032,-151.3684,3.2,1800,907.740218085463,0.504300121158591
2012-02-25 06:00:00,2012-02-25 06:30:00,23.5091,-154.0733,23.5129,-154.0804,2.2,1800,838.420103455734,0.465788946364297
2012-02-25 06:30:00,2012-02-25 07:00:00,23.5129,-154.0804,23.5166,-154.0876,2.3,1800,841.804520193208,0.467669177885116
2012-02-25 07:00:00,2012-02-25 07:30:00,23.5166,-154.0876,23.5206,-154.095,2.4,1800,876.009642677309,0.486672023709616
2012-02-25 07:30:00,2012-02-25 08:00:00,23.5206,-154.095,23.5256,-154.0996,2.25,1800,726.173253346061,0.403429585192256
2012-02-25 08:00:00,2012-02-25 08:30:00,23.5256,-154.0996,23.5322,-154.0995,2.05,1800,731.031009642084,0.406128338690047
2012-02-25 08:30:00,2012-02-25 09:00:00,23.5322,-154.0995,23.5388,-154.0995,2,1800,730.96030028039,0.406089055711328
2012-02-25 09:00:00,2012-02-25 09:30:00,23.5388,-154.0995,23.5461,-154.0996,2.25,1800,808.551591154981,0.449195328419434
2012-02-25 09:30:00,2012-02-25 10:00:00,23.5461,-154.0996,23.5535,-154.0994,2.35,1800,819.817417682224,0.455454120934569
2012-02-25 10:00:00,2012-02-25 10:30:00,23.5535,-154.0994,23.5612,-154.0996,2.15,1800,853.033839009855,0.473907688338808
2012-02-25 10:30:00,2012-02-25 11:00:01,23.5612,-154.0996,23.569,-154.0981,2.2,1801,877.333587696784,0.487136917099825
2012-02-26 23:30:00,2012-02-27 00:00:00,23.5014,-154.0533,23.5027,-154.0614,3.25,1800,839.763924148342,0.466535513415745
2012-02-27 00:00:00,2012-02-27 00:30:00,23.5027,-154.0614,23.5066,-154.0684,3.4,1800,835.304655422858,0.464058141901587
2012-02-27 00:30:00,2012-02-27 01:00:00,23.5066,-154.0684,23.5105,-154.0757,3.1,1800,861.658201045815,0.478699000581008
2012-02-27 03:30:00,2012-02-27 04:00:00,23.5423,-154.1037,23.5358,-154.1073,3.15,1800,808.309549907976,0.449060861059987
2012-02-27 05:00:00,2012-02-27 05:30:00,23.5189,-154.111,23.5108,-154.1129,2.9,1800,917.832174478003,0.50990676359889
2012-02-27 20:30:00,2012-02-27 21:00:00,23.1963,-154.2717,23.1896,-154.2755,2.65,1800,837.802206496295,0.465445670275719
2012-02-27 21:00:00,2012-02-27 21:30:00,23.1896,-154.2755,23.1832,-154.2793,2.55,1800,808.533017904258,0.44918500994681
2012-02-27 21:30:00,2012-02-27 22:00:01,23.1832,-154.2793,23.1773,-154.2827,2.7,1801,740.350950367911,0.411077707033821
2012-02-27 22:00:01,2012-02-27 22:30:00,23.1773,-154.2827,23.1708,-154.2864,2.85,1799,813.455918631156,0.45217116099564
2012-02-27 22:30:00,2012-02-27 23:00:00,23.1708,-154.2864,23.1641,-154.2903,2.75,1800,842.638526891464,0.468132514939702
2012-02-27 23:00:00,2012-02-27 23:30:00,23.1641,-154.2903,23.1569,-154.2945,2.95,1800,905.966848614886,0.503314915897159
2012-02-28 00:30:00,2012-02-28 01:00:01,23.1419,-154.3032,23.1346,-154.3074,2.85,1801,915.760444380068,0.508473317257117
2012-02-29 09:30:00,2012-02-29 10:00:00,22.4681,-154.6921,22.4614,-154.6961,3.35,1800,848.502116987797,0.47139006499322
2012-02-29 10:00:00,2012-02-29 10:30:00,22.4614,-154.6961,22.4555,-154.6994,3.45,1800,736.36161458845,0.409089785882472
2012-02-29 10:30:00,2012-02-29 11:00:00,22.4555,-154.6994,22.4496,-154.7027,3.55,1800,736.367821050815,0.409093233917119
2012-02-29 11:30:00,2012-02-29 12:00:00,22.444,-154.706,22.4381,-154.7093,2.8,1800,736.379914543445,0.409099952524136
2012-02-29 12:00:00,2012-02-29 12:30:00,22.4381,-154.7093,22.4315,-154.713,3.25,1800,824.15720469889,0.457865113721606
2012-03-01 00:30:02,2012-03-01 01:00:00,22.2332,-154.8269,22.2261,-154.831,2.35,1798,892.62989520351,0.496457116353454
2012-03-01 01:00:00,2012-03-01 01:30:00,22.2261,-154.831,22.2196,-154.8347,2.65,1800,814.606118613439,0.452558954785244
2012-03-01 01:30:00,2012-03-01 02:00:00,22.2196,-154.8347,22.2134,-154.8382,2.9,1800,775.609291652119,0.430894050917844
2012-03-01 02:00:00,2012-03-01 16:00:00,22.2134,-154.8382,22.029,-154.9436,2.8,50400,23134.1732819738,0.459011374642338
2012-03-02 00:00:00,2012-03-02 00:30:00,21.899,-155.0177,21.892,-155.0219,2.6,1800,888.343895292854,0.493524386273808
2012-03-02 00:30:00,2012-03-02 01:00:00,21.892,-155.0219,21.885,-155.0259,2.85,1800,878.440392242918,0.488022440134955
2012-03-02 01:00:00,2012-03-02 01:30:00,21.885,-155.0259,21.878,-155.0297,2.95,1800,868.913808287468,0.482729893493038
2012-03-02 01:30:00,2012-03-02 02:00:00,21.878,-155.0297,21.8715,-155.0334,2.75,1800,815.017103898097,0.452787279943387
2012-03-02 02:00:00,2012-03-02 02:30:00,21.8715,-155.0334,21.8653,-155.0369,2.5,1800,775.995024152144,0.431108346751191
2012-03-02 02:30:00,2012-03-02 03:00:00,21.8653,-155.0369,21.8594,-155.0404,2.4,1800,746.774377079099,0.414874653932833
2012-03-02 04:30:00,2012-03-02 05:00:00,21.8439,-155.0491,21.8381,-155.0525,2.55,1800,732.113199768931,0.406729555427184
2012-03-02 05:30:00,2012-03-02 06:00:02,21.8324,-155.0556,21.8259,-155.0595,2.55,1802,824.976705706089,0.457811712378518
2012-03-02 06:00:02,2012-03-02 06:30:00,21.8259,-155.0595,21.8194,-155.0631,2.8,1798,810.277148017592,0.450654698563733
2012-03-02 06:30:00,2012-03-02 07:00:00,21.8194,-155.0631,21.813,-155.0669,2.85,1800,810.287796133999,0.45015988674111
2012-03-02 07:00:00,2012-03-02 07:30:00,21.813,-155.0669,21.8071,-155.07,2.7,1800,727.692624273578,0.404273680151988
2012-03-02 07:30:00,2012-03-02 08:00:00,21.8071,-155.07,21.8011,-155.0734,2.5,1800,751.654480506414,0.417585822503563
2012-03-02 08:00:00,2012-03-02 08:30:00,21.8011,-155.0734,21.7949,-155.077,2.7,1800,780.94849122822,0.433860272904567
2012-03-02 08:30:00,2012-03-02 09:00:00,21.7949,-155.077,21.7881,-155.081,3,1800,859.089588129997,0.477271993405554
2012-03-02 09:00:00,2012-03-02 09:30:00,21.7881,-155.081,21.7815,-155.0847,2.9,1800,824.915689084191,0.458286493935662
2012-03-02 09:30:00,2012-03-02 10:00:00,21.7815,-155.0847,21.7746,-155.0887,2.65,1800,868.827905984146,0.482682169991192
2012-03-02 10:00:00,2012-03-02 10:30:00,21.7746,-155.0887,21.7678,-155.0923,2.7,1800,839.976793147522,0.466653773970846
2012-03-02 10:30:00,2012-03-02 11:00:00,21.7678,-155.0923,21.7611,-155.0961,2.8,1800,839.556215167464,0.46642011953748
2012-03-02 11:30:00,2012-03-02 12:00:00,21.7535,-155.1006,21.7463,-155.1047,2.85,1800,903.024730104049,0.501680405613361
2012-03-02 17:00:00,2012-03-02 17:30:00,21.6672,-155.1497,21.6601,-155.1537,2.7,1800,888.507317976161,0.493615176653423
2012-03-02 22:00:00,2012-03-02 22:30:00,21.5858,-155.196,21.58,-155.1993,2.5,1800,727.474918186888,0.404152732326049
2012-03-04 12:00:00,2012-03-04 12:30:00,21.3415,-155.2179,21.3348,-155.2184,2.6,1800,743.644723001746,0.413135957223192
2012-03-04 12:30:00,2012-03-04 13:00:00,21.3348,-155.2184,21.3279,-155.2189,2.45,1800,765.736188277532,0.425408993487517
2012-03-04 13:00:00,2012-03-04 13:30:00,21.3279,-155.2189,21.3207,-155.2194,2.6,1800,798.878965614569,0.443821647563649
2012-03-04 13:30:00,2012-03-04 14:00:00,21.3207,-155.2194,21.3141,-155.2198,2.5,1800,731.937197162912,0.406631776201618
2012-03-04 17:30:00,2012-03-04 18:00:00,21.2733,-155.2226,21.2665,-155.2232,3.15,1800,755.470403222554,0.419705779568085
2012-03-04 18:00:00,2012-03-04 18:30:00,21.2665,-155.2232,21.2598,-155.2235,3.3,1800,742.480250934731,0.412489028297073
2012-03-04 18:30:00,2012-03-04 19:00:00,21.2598,-155.2235,21.2529,-155.224,3.5,1800,765.731185405228,0.425406214114015
2012-03-04 19:30:00,2012-03-04 20:00:00,21.2468,-155.2244,21.2395,-155.2249,3.3,1800,809.922102940481,0.449956723855823
2012-03-04 20:00:00,2012-03-04 20:30:00,21.2395,-155.2249,21.2324,-155.2255,3.2,1800,788.576270709409,0.438097928171894
2012-03-04 20:30:00,2012-03-04 21:00:00,21.2324,-155.2255,21.2252,-155.2259,3.15,1800,798.26484935419,0.443480471863439
2012-03-05 18:00:00,2012-03-05 18:30:00,21.0507,-155.2379,21.0441,-155.2384,3.65,1800,732.582085949425,0.406990047749681
2012-03-05 19:00:00,2012-03-05 19:30:00,21.0381,-155.2388,21.032,-155.2442,3.7,1800,878.180733229423,0.487878185127457
2012-03-05 19:30:00,2012-03-05 20:00:00,21.032,-155.2442,21.026,-155.2395,3.65,1800,824.619629339605,0.45812201629978
2012-03-06 00:00:00,2012-03-06 00:30:00,20.9812,-155.2426,20.9743,-155.243,4,1800,765.076994089781,0.425042774494323
2012-03-06 00:30:00,2012-03-06 01:00:00,20.9743,-155.243,20.9666,-155.2437,3.75,1800,855.620309448715,0.475344616360397
2012-03-06 01:00:00,2012-03-06 01:30:00,20.9666,-155.2437,20.9584,-155.2441,3.4,1800,908.828147299873,0.504904526277707
2012-03-06 01:30:00,2012-03-06 02:00:00,20.9584,-155.2441,20.951,-155.2447,3.2,1800,821.674561419529,0.456485867455294
2012-03-06 02:00:00,2012-03-06 02:30:03,20.951,-155.2447,20.9441,-155.2451,3.95,1803,765.074748192369,0.424334302935313
2012-03-06 02:30:03,2012-03-06 03:00:00,20.9441,-155.2451,20.9377,-155.2456,4.15,1797,710.489946949549,0.39537559652173
2012-03-12 01:30:00,2012-03-12 02:00:00,20.1227,-155.9862,20.1292,-155.9894,1.85,1800,793.578338231451,0.440876854573028
2012-03-12 02:00:00,2012-03-12 02:30:00,20.1292,-155.9894,20.1357,-155.9928,1.65,1800,802.613964057439,0.445896646698577
2012-03-12 02:30:00,2012-03-12 03:00:00,20.1357,-155.9928,20.1425,-155.9948,1.75,1800,781.304176585948,0.434057875881082
2012-03-12 04:00:00,2012-03-12 04:30:00,20.1526,-155.9996,20.1579,-156.0037,2.2,1800,726.630432588537,0.403683573660299
2012-03-12 04:30:00,2012-03-12 05:00:00,20.1579,-156.0037,20.1639,-156.0093,2.2,1800,885.401272071987,0.491889595595548
2012-03-12 05:00:00,2012-03-12 05:30:00,20.1639,-156.0093,20.169,-156.0161,2.05,1800,907.789954104419,0.504327752280233
2012-03-12 06:00:00,2012-03-12 06:30:00,20.1737,-156.024,20.1789,-156.0295,2.25,1800,813.589647229661,0.451994248460923
2012-03-12 18:00:00,2012-03-12 18:30:00,20.2324,-156.1938,20.2295,-156.2013,2.6,1800,846.913628210987,0.470507571228326
2012-03-12 23:30:00,2012-03-13 00:00:00,20.1992,-156.2149,20.1915,-156.2134,2.4,1800,866.738645015553,0.481521469453085
2012-03-13 00:00:00,2012-03-13 00:30:00,20.1915,-156.2134,20.1834,-156.2132,2.7,1800,896.967389661302,0.498315216478501
2012-03-13 00:30:00,2012-03-13 01:00:00,20.1834,-156.2132,20.1755,-156.2136,2.7,1800,875.580501294802,0.486433611830446
2012-03-13 02:30:00,2012-03-13 03:00:00,20.1479,-156.2096,20.1397,-156.209,2.45,1800,909.95479494857,0.505530441638094
2012-03-13 03:00:00,2012-03-13 03:30:00,20.1397,-156.209,20.1324,-156.2067,2.4,1800,843.174650298677,0.468430361277043
2012-03-13 03:30:00,2012-03-13 04:00:00,20.1324,-156.2067,20.1267,-156.202,2.45,1800,799.813654878875,0.444340919377152
2012-03-13 04:00:00,2012-03-13 04:30:00,20.1267,-156.202,20.1211,-156.1971,2.45,1800,804.27771863902,0.446820954799456
2012-03-13 04:30:00,2012-03-13 05:00:00,20.1211,-156.1971,20.1161,-156.1926,2.55,1800,726.511675058712,0.40361759725484
2012-03-13 05:00:00,2012-03-13 05:30:00,20.1161,-156.1926,20.1097,-156.1894,2.55,1800,783.564740097784,0.435313744498769
2012-03-13 05:30:00,2012-03-13 06:00:00,20.1097,-156.1894,20.1032,-156.1859,2.4,1800,807.325163093344,0.448513979496302
2012-03-13 06:00:00,2012-03-13 06:30:00,20.1032,-156.1859,20.0972,-156.1829,2.3,1800,734.601888000351,0.408112160000195
2012-03-13 06:30:00,2012-03-13 07:00:00,20.0972,-156.1829,20.0908,-156.1796,2.3,1800,788.10413498621,0.437835630547895
2012-03-14 01:00:00,2012-03-14 01:30:00,20.019,-156.0683,20.0157,-156.0616,1.6,1800,790.534917781673,0.439186065434263
2012-03-14 01:30:00,2012-03-14 02:00:00,20.0157,-156.0616,20.0126,-156.0546,1.6,1800,808.875048684151,0.44937502704675
2012-03-14 02:00:00,2012-03-14 02:30:00,20.0126,-156.0546,20.0096,-156.0468,1.45,1800,881.172750605154,0.489540417002863
2012-03-14 05:30:00,2012-03-14 06:00:00,19.9902,-155.9906,19.9882,-155.9821,1.3,1800,916.700715526761,0.509278175292645
2012-03-14 06:30:00,2012-03-14 07:00:00,19.9829,-155.9786,19.9759,-155.9792,0.95,1800,777.468412535255,0.43192689585292
2012-03-14 08:00:00,2012-03-14 08:30:00,19.9639,-155.9767,19.9576,-155.975,0.75,1800,719.776486881117,0.399875826045065
2012-03-14 08:30:00,2012-03-14 09:00:00,19.9576,-155.975,19.9513,-155.9728,0.75,1800,734.470396271271,0.408039109039595
2012-03-14 09:00:00,2012-03-14 09:30:00,19.9513,-155.9728,19.9445,-155.9705,0.75,1800,790.350430324264,0.439083572402369
2012-03-14 09:30:00,2012-03-14 10:00:00,19.9445,-155.9705,19.9384,-155.9681,0.75,1800,720.516000855537,0.400286667141965
2012-03-14 10:00:00,2012-03-14 10:30:00,19.9384,-155.9681,19.9329,-155.9642,0.75,1800,733.090555467131,0.407272530815073
2012-03-14 10:30:00,2012-03-14 11:00:00,19.9329,-155.9642,19.9262,-155.9599,0.7,1800,867.641672346947,0.48202315130386
2012-03-14 13:00:00,2012-03-14 13:30:00,19.9034,-155.9416,19.9075,-155.9347,0.6,1800,853.234222099164,0.474019012277313
2012-03-14 14:00:00,2012-03-14 14:30:00,19.9121,-155.93,19.9192,-155.9277,0.5,1800,822.056831502616,0.456698239723676
2012-03-14 14:30:00,2012-03-14 15:00:00,19.9192,-155.9277,19.9257,-155.9262,0.5,1800,736.510113910739,0.409172285505966
2012-03-15 02:00:00,2012-03-15 02:30:00,19.9863,-155.8892,19.9808,-155.8953,0.55,1800,882.211697373776,0.490117609652098
2012-03-15 03:30:00,2012-03-15 04:00:00,19.9902,-155.898,19.9877,-155.8905,0.45,1800,832.272020434429,0.462373344685794
2012-03-15 06:00:00,2012-03-15 06:30:00,19.9894,-155.8941,19.9827,-155.8911,0.55,1800,805.432441898654,0.447462467721474
2012-03-15 13:30:00,2012-03-15 14:00:00,19.9804,-155.8928,19.9828,-155.9002,0.5,1800,818.784340611883,0.454880189228824
2012-03-15 16:30:00,2012-03-15 17:00:00,19.9822,-155.9004,19.9888,-155.9003,0.55,1800,730.722057812096,0.405956698784498
2012-03-27 21:30:00,2012-03-27 22:00:00,19.9805,-155.8956,19.9805,-155.903,0.7,1800,774.48375253088,0.430268751406044
2012-03-27 23:00:00,2012-03-27 23:30:00,19.969,-155.9216,19.964,-155.928,0.8,1800,868.980322238296,0.482766845687942
2012-03-27 23:30:00,2012-03-28 00:00:00,19.964,-155.928,19.959,-155.9341,0.8,1800,845.025732648731,0.469458740360406
2012-03-28 00:00:00,2012-03-28 00:30:00,19.959,-155.9341,19.959,-155.9427,0.85,1800,900.197723221871,0.500109846234373
2012-03-28 00:30:00,2012-03-28 01:00:00,19.959,-155.9427,19.9671,-155.9426,0.85,1800,896.762090219956,0.498201161233309
2012-03-28 03:30:00,2012-03-28 04:00:00,19.968,-155.9377,19.9622,-155.9333,0.85,1800,790.173858752745,0.438985477084858
2012-03-28 06:30:00,2012-03-28 07:00:00,19.9607,-155.9429,19.9679,-155.9395,0.85,1800,872.907561624052,0.484948645346695
2012-03-28 07:00:00,2012-03-28 07:30:00,19.9679,-155.9395,19.9627,-155.9333,0.8,1800,867.482431857716,0.481934684365398
2012-03-28 07:30:00,2012-03-28 08:00:00,19.9627,-155.9333,19.959,-155.9407,0.8,1800,876.21299419002,0.486784996772234
2012-03-28 09:00:00,2012-03-28 09:30:00,19.9662,-155.9333,19.959,-155.9355,0.85,1800,829.665319911314,0.460925177728508
2012-03-28 09:30:00,2012-03-28 10:00:00,19.959,-155.9355,19.9628,-155.9428,0.9,1800,872.258219714991,0.484587899841662
2012-03-28 13:00:00,2012-03-28 13:30:00,19.96,-155.9428,19.9679,-155.9415,0.7,1800,885.082703527709,0.491712613070949
2012-03-28 13:30:00,2012-03-28 14:00:00,19.9679,-155.9415,19.9669,-155.9333,0.7,1800,865.39263443891,0.480773685799394
2012-03-28 14:00:00,2012-03-28 14:30:00,19.9669,-155.9333,19.9591,-155.9359,0.7,1800,905.360773520141,0.502978207511189
2012-03-28 14:30:00,2012-03-28 15:00:00,19.9591,-155.9359,19.963,-155.9429,0.8,1800,850.451041053991,0.472472800585551
2012-03-28 15:00:00,2012-03-28 15:30:00,19.963,-155.9429,19.968,-155.9368,0.85,1800,845.013733748149,0.469452074304527
2012-03-28 15:30:00,2012-03-28 16:00:00,19.968,-155.9368,19.9615,-155.9333,0.75,1800,807.463799182071,0.448590999545595
2012-03-28 16:00:00,2012-03-28 16:30:00,19.9615,-155.9333,19.959,-155.941,0.75,1800,852.177824489976,0.473432124716653
2012-03-28 17:30:00,2012-03-28 18:00:00,19.9669,-155.9333,19.9589,-155.9349,0.75,1800,901.326402501108,0.500736890278393
2012-03-28 18:30:00,2012-03-28 19:00:00,19.9622,-155.9433,19.9679,-155.9391,0.75,1800,769.049518408219,0.427249732449011
2012-03-28 19:00:00,2012-03-28 19:30:00,19.9679,-155.9391,19.9641,-155.9333,0.65,1800,738.591453652327,0.410328585362404
2012-03-28 19:30:00,2012-03-28 20:00:00,19.9641,-155.9333,19.959,-155.9388,0.6,1800,806.343655251797,0.447968697362109
2012-03-28 21:30:00,2012-03-28 22:00:00,19.9639,-155.9333,19.959,-155.9389,0.6,1800,798.649718340109,0.443694287966727
2012-03-28 22:00:00,2012-03-28 22:30:00,19.959,-155.9389,19.9651,-155.9428,0.65,1800,789.091677218862,0.43838426512159
2012-03-28 22:30:00,2012-03-28 23:00:00,19.9651,-155.9428,19.968,-155.9361,0.75,1800,771.275542837373,0.428486412687429
2012-03-28 23:30:00,2012-03-29 00:00:00,19.9601,-155.9333,19.9589,-155.9414,0.85,1800,858.202084428709,0.476778935793727
2012-03-29 00:30:00,2012-03-29 01:00:00,19.9651,-155.9429,19.9681,-155.9349,0.65,1800,900.809845926692,0.500449914403718
2012-03-29 01:00:00,2012-03-29 01:30:00,19.9681,-155.9349,19.96,-155.9333,0.6,1800,912.206214612631,0.506781230340351
2012-03-29 02:30:00,2012-03-29 03:00:00,19.9627,-155.9429,19.9679,-155.9369,0.75,1800,851.935206939908,0.473297337188838
2012-03-29 04:30:00,2012-03-29 05:00:00,19.9653,-155.9429,19.968,-155.9347,0.55,1800,908.844051204745,0.504913361780414
2012-03-29 05:30:00,2012-03-29 06:00:00,19.959,-155.9342,19.9594,-155.9428,0.55,1800,901.285055238419,0.500713919576899
2012-03-29 06:00:00,2012-03-29 06:30:00,19.9594,-155.9428,19.9668,-155.9429,0.6,1800,819.275193940327,0.455152885522404
2012-03-29 06:30:00,2012-03-29 07:00:00,19.9668,-155.9429,19.9681,-155.935,0.55,1800,839.312229028129,0.466284571682294
2012-03-29 07:30:00,2012-03-29 08:00:00,19.9589,-155.9345,19.9591,-155.9428,0.55,1800,869.077553512605,0.482820863062558
2012-03-29 09:00:00,2012-03-29 09:30:00,19.9681,-155.9396,19.9649,-155.9334,0.7,1800,739.344074628771,0.410746708127095
2012-03-29 10:00:00,2012-03-29 10:30:00,19.9589,-155.9426,19.9671,-155.9429,0.8,1800,908.3143328515,0.504619073806389
2012-03-29 10:30:00,2012-03-29 11:00:00,19.9671,-155.9429,19.968,-155.9361,0.85,1800,718.685640398831,0.399269800221573
2012-03-29 12:30:00,2012-03-29 13:00:00,19.9679,-155.939,19.9642,-155.9333,0.85,1800,723.689529559994,0.402049738644441
2012-03-29 13:30:00,2012-03-29 14:00:00,19.9594,-155.9429,19.9674,-155.9428,0.8,1800,885.692505671461,0.4920513920397
2012-03-29 15:30:00,2012-03-29 16:00:00,19.9589,-155.9414,19.966,-155.9429,0.55,1800,801.525376007726,0.445291875559848
2012-03-29 16:30:00,2012-03-29 17:00:00,19.9681,-155.937,19.9617,-155.9334,0.7,1800,802.475433999893,0.445819685555496
2012-03-29 22:30:00,2012-03-29 23:00:00,19.963,-155.9333,19.9591,-155.9408,0.55,1800,895.935734314458,0.497742074619143
2012-03-30 00:00:00,2012-03-30 00:30:00,19.9681,-155.9407,19.967,-155.9332,0.7,1800,794.402745573174,0.441334858651763
2012-03-30 01:00:00,2012-03-30 01:30:00,19.9591,-155.9387,19.9647,-155.9429,0.8,1800,759.997385057093,0.422220769476163
2012-03-30 01:30:00,2012-03-30 02:00:00,19.9647,-155.9429,19.9679,-155.9362,0.75,1800,785.681100034884,0.43648950001938
2012-03-30 03:00:00,2012-03-30 03:30:00,19.9593,-155.9429,19.9663,-155.9428,0.75,1800,774.997457530335,0.430554143072409
2012-03-30 03:30:00,2012-03-30 04:00:00,19.9663,-155.9428,19.9681,-155.9357,0.7,1800,769.400031918926,0.427444462177181
2012-03-30 05:00:00,2012-03-30 05:30:00,19.9641,-155.943,19.9679,-155.9366,0.9,1800,791.020319612005,0.439455733117781
2012-03-30 09:00:00,2012-03-30 09:30:00,19.9679,-155.9403,19.9678,-155.9334,0.65,1800,722.296219725241,0.401275677625134
2012-03-30 10:00:00,2012-03-30 10:30:00,19.959,-155.9379,19.9644,-155.9429,0.75,1800,794.52701074837,0.441403894860205
2012-03-30 13:00:00,2012-03-30 13:30:00,19.968,-155.9361,19.9604,-155.9333,0.85,1800,890.933891922474,0.494963273290264
2012-03-30 14:00:00,2012-03-30 14:30:00,19.9632,-155.9429,19.968,-155.9365,0.9,1800,855.050498350605,0.475028054639225
2012-03-30 15:30:00,2012-03-30 16:00:00,19.9636,-155.9429,19.9679,-155.9372,0.95,1800,763.251940808404,0.424028856004669
2012-03-30 16:00:00,2012-03-30 16:30:00,19.9679,-155.9372,19.9613,-155.9333,0.95,1800,836.948027149654,0.464971126194252
2012-03-30 17:00:00,2012-03-30 17:30:00,19.962,-155.9429,19.968,-155.9378,1,1800,852.146698707174,0.473414832615097
2012-03-30 17:30:00,2012-03-30 18:00:00,19.968,-155.9378,19.9616,-155.9333,0.9,1800,850.785129891134,0.472658405495074
2012-03-30 18:30:00,2012-03-30 19:00:00,19.9604,-155.9429,19.968,-155.9403,0.85,1800,884.268490069554,0.491260272260864
2012-03-30 19:00:00,2012-03-30 19:30:00,19.968,-155.9403,19.965,-155.9333,0.95,1800,804.440562317503,0.446911423509724
2012-03-30 20:30:00,2012-03-30 21:00:00,19.968,-155.9421,19.968,-155.9339,0.85,1800,858.279377582146,0.476821876434526
2012-03-30 21:30:00,2012-03-30 22:00:00,19.9591,-155.9387,19.9663,-155.9428,1.05,1800,905.256768130148,0.502920426738971
2012-03-31 02:00:00,2012-03-31 02:30:00,19.9635,-155.9334,19.959,-155.9398,0.7,1800,834.831304225763,0.463795169014313
2012-03-31 10:00:00,2012-03-31 10:30:00,19.968,-155.9422,19.968,-155.934,1,1800,858.279377582146,0.476821876434526
2012-03-31 12:00:00,2012-03-31 12:30:00,19.968,-155.9362,19.9607,-155.9334,0.95,1800,859.640440637789,0.477578022576549
2012-03-31 13:00:00,2012-03-31 13:30:00,19.9603,-155.9428,19.9681,-155.941,0.7,1800,883.805538998626,0.491003077221459
2012-03-31 14:30:00,2012-03-31 15:00:00,19.9621,-155.9333,19.959,-155.9404,0.7,1800,818.589701613234,0.454772056451797
2012-03-31 15:30:00,2012-03-31 16:00:00,19.9681,-155.9417,19.9671,-155.9334,0.8,1800,875.773438020168,0.486540798900093
2012-03-31 16:00:00,2012-03-31 16:30:00,19.9671,-155.9334,19.9589,-155.9345,0.75,1800,915.044145671622,0.508357858706457
2012-03-31 17:00:00,2012-03-31 17:30:00,19.9643,-155.9429,19.968,-155.9367,0.85,1800,767.406315061595,0.426336841700886
2012-03-31 17:30:00,2012-03-31 18:00:00,19.968,-155.9367,19.9623,-155.9333,0.75,1800,724.448400809754,0.402471333783197
2012-03-31 18:00:00,2012-03-31 18:30:00,19.9623,-155.9333,19.959,-155.9413,0.65,1800,913.604615743405,0.507558119857447
2012-03-31 19:00:00,2012-03-31 19:30:00,19.9675,-155.9428,19.9679,-155.9344,0.7,1800,880.32909527922,0.489071719599566
2012-03-31 19:30:00,2012-03-31 20:00:00,19.9679,-155.9344,19.9603,-155.9332,0.65,1800,850.673296324133,0.472596275735629
2012-03-31 20:30:00,2012-03-31 21:00:00,19.9589,-155.9423,19.9662,-155.9429,0.75,1800,810.57453885969,0.450319188255384
2012-04-01 08:30:00,2012-04-01 09:00:00,19.9672,-155.9428,19.9681,-155.9357,0.95,1800,749.795158238849,0.416552865688249
2012-04-01 11:30:00,2012-04-01 12:00:00,19.968,-155.941,19.9681,-155.9342,0.9,1800,711.829738423663,0.395460965790924
2012-04-01 12:30:00,2012-04-01 13:00:00,19.9589,-155.9346,19.9591,-155.9428,0.85,1800,858.613576950766,0.477007542750426
2012-04-01 14:00:00,2012-04-01 14:30:00,19.968,-155.9406,19.9675,-155.9333,0.75,1800,766.081484610453,0.425600824783585
2012-04-01 16:30:00,2012-04-01 17:00:00,19.9666,-155.9427,19.9679,-155.9343,0.75,1800,890.917720834231,0.494954289352351
2012-04-01 17:00:00,2012-04-01 17:30:00,19.9679,-155.9343,19.9598,-155.9333,0.65,1800,902.789476475218,0.501549709152899
2012-04-03 00:30:00,2012-04-03 01:00:00,19.9588,-155.9333,19.9589,-155.9407,0.7,1800,774.668575168939,0.430371430649411
2012-04-03 01:30:00,2012-04-03 02:00:00,19.9639,-155.9429,19.968,-155.9362,0.65,1800,835.352961358705,0.464084978532614
2012-04-03 02:30:00,2012-04-03 03:00:00,19.9592,-155.9341,19.959,-155.9419,0.75,1800,816.758037729126,0.45375446540507
2012-04-03 06:30:00,2012-04-03 07:00:00,19.9626,-155.9334,19.9589,-155.939,0.6,1800,715.100930885744,0.397278294936525
2012-04-03 10:30:00,2012-04-03 11:00:00,19.9669,-155.9429,19.968,-155.936,0.55,1800,732.40759063204,0.406893105906689
2012-04-03 14:00:00,2012-04-03 14:30:00,19.9678,-155.9404,19.9666,-155.9335,0.55,1800,734.330478858647,0.407961377143693
2012-04-03 14:30:00,2012-04-03 15:00:00,19.9666,-155.9335,19.9591,-155.9347,0.6,1800,839.725876604232,0.46651437589124
2012-04-03 15:00:00,2012-04-03 15:30:00,19.9591,-155.9347,19.9591,-155.9429,0.65,1800,858.327520868123,0.476848622704513
